source_file	inc_type	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
RefSeq_NZ_MN832595.1	IncFII	NA	RefSeq_NZ_MN832595.1	40587	41747	-	tmexC1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC1	core	AMR	AMR	TETRACYCLINE	TIGECYCLINE	ALLELEX	387	387	100.00	100.00	387	WP_118842626.1	multidrug efflux RND transporter periplasmic adaptor subunit TMexC1	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	366	1118	-	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	1291	2148	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	4915	5328	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	8662	9534	-	blaCTX-M-65	extended-spectrum class A beta-lactamase CTX-M-65	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_013188475.1	extended-spectrum class A beta-lactamase CTX-M-65	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	49923	50561	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	98373	98804	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	98876	99223	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	99240	99512	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	99551	99970	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	106944	107822	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_MN842292.1	IncFII	NA	RefSeq_NZ_MN842292.1	115813	116670	+	blaSHV-12	extended-spectrum class A beta-lactamase SHV-12	core	AMR	AMR	BETA-LACTAM	CEFIDEROCOL/CEPHALOSPORIN	ALLELEX	286	286	100.00	100.00	286	WP_002904004.1	extended-spectrum class A beta-lactamase SHV-12	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	16600	17028	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.00	91.61	143	AAD11743.1	silver-binding protein SilE	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	17282	18754	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.00	100.00	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	18750	19427	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.00	100.00	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	19617	20999	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.00	100.00	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	21031	21381	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	21498	22787	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	22801	25944	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	26580	29045	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	31029	32843	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	32852	33739	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	33782	34159	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	34167	35093	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	35151	35828	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	35828	37225	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	37445	37876	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	45918	46130	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	PARTIALX	71	141	50.35	94.37	71	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	47007	47909	+	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	47909	49144	+	mrx(A)	phosphorylated macrolide efflux MFS transporter Mrx(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	412	412	100.00	100.00	412	WP_000004159.1	phosphorylated macrolide efflux MFS transporter Mrx(A)	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	51717	51947	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	PARTIALX	77	141	54.61	100.00	77	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	51963	53249	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	53300	55048	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.00	100.00	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	55069	55428	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	91.67	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	55481	55828	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	65283	68069	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	929	949	97.89	99.25	929	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	68187	68753	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	83350	84546	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	88599	89093	+	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	89504	90292	+	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	90459	90803	+	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	90800	91636	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	93849	94502	+	qnrA1	quinolone resistance pentapeptide repeat protein QnrA1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_012579084.1	quinolone resistance pentapeptide repeat protein QnrA1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	95876	96160	+	qacE	quaternary ammonium compound efflux SMR transporter QacE	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	PARTIALX	95	115	82.61	95.79	95	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	96157	96684	+	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	PARTIALX	176	275	64.00	100.00	176	WP_063855066.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	97345	98556	+	floR2	chloramphenicol/florfenicol efflux MFS transporter FloR2	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	EXACTX	404	404	100.00	100.00	404	WP_000214125.1	chloramphenicol/florfenicol efflux MFS transporter FloR2	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	99496	100668	+	tet(G)	tetracycline efflux MFS transporter Tet(G)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	391	391	100.00	100.00	391	WP_001257840.1	tetracycline efflux MFS transporter Tet(G)	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	104379	105131	-	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_MN842293.1	IncFII	NA	RefSeq_NZ_MN842293.1	105304	106161	-	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	62481	63353	+	blaCTX-M-55	extended-spectrum class A beta-lactamase CTX-M-55	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_015387340.1	extended-spectrum class A beta-lactamase CTX-M-55	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	64141	64881	-	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	247	286	86.36	100.00	247	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	66021	66434	+	fosA3	fosfomycin resistance glutathione transferase FosA3	core	AMR	AMR	FOSFOMYCIN	FOSFOMYCIN	ALLELEX	138	138	100.00	100.00	138	WP_014839980.1	fosfomycin resistance glutathione transferase FosA3	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	68962	69549	+	blaTEM	TEM family class A beta-lactamase	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	PARTIALX	196	286	67.13	92.86	196	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	69722	70474	+	rmtB1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	core	AMR	AMR	AMINOGLYCOSIDE	AMINOGLYCOSIDE	ALLELEX	251	251	100.00	100.00	251	WP_012372818.1	16S rRNA (guanine(1405)-N(7))-methyltransferase RmtB1	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	74896	75708	+	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	75772	76572	+	aph(3'')-Ib	aminoglycoside O-phosphotransferase APH(3'')-Ib	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	267	267	100.00	100.00	267	WP_001082319.1	aminoglycoside O-phosphotransferase APH(3'')-Ib	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	76575	77408	+	aph(6)-Id	aminoglycoside O-phosphotransferase APH(6)-Id	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	278	278	100.00	100.00	278	WP_000480968.1	aminoglycoside O-phosphotransferase APH(6)-Id	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	78747	79943	+	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	BLASTX	399	399	100.00	99.75	399	WP_000804063.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_MN865122.1	IncFII	NA	RefSeq_NZ_MN865122.1	80549	81760	-	floR	chloramphenicol/florfenicol efflux MFS transporter FloR	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL/FLORFENICOL	BLASTX	404	404	100.00	99.75	404	WP_000214122.1	chloramphenicol/florfenicol efflux MFS transporter FloR	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	5439	5909	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	9112	9753	-	qnrB1	quinolone resistance pentapeptide repeat protein QnrB1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	214	214	100.00	100.00	214	WP_014386481.1	quinolone resistance pentapeptide repeat protein QnrB1	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	17984	19180	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	22680	23231	+	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	23365	24192	+	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	24333	24773	+	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	25638	26495	+	aac(3)-IIe	aminoglycoside N-acetyltransferase AAC(3)-IIe	core	AMR	AMR	AMINOGLYCOSIDE	GENTAMICIN	EXACTX	286	286	100.00	100.00	286	WP_000557452.1	aminoglycoside N-acetyltransferase AAC(3)-IIe	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	135305	135733	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.00	91.61	143	AAD11743.1	silver-binding protein SilE	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	135987	137459	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.00	100.00	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	137455	138132	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.00	100.00	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	138322	139704	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.00	100.00	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	139736	140086	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	140203	141492	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	97.91	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	141506	144649	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	145285	147750	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	149734	151548	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	151557	152444	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	152487	152864	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	152872	153798	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	153856	154533	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	154533	155930	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	156150	156581	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	164623	165045	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	141	141	100.00	100.00	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_MN891675.1	IncFII	NA	RefSeq_NZ_MN891675.1	165061	166347	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
