plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_ON960339.1	IncN	227418	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960340.1	IncN	242880	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960341.1	IncN	281462	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960342.1	IncN	265591	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960343.1	IncN	241276	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960344.1	IncN	234726	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960345.1	IncN	234377	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960347.1	IncN	254841	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960348.1	IncN	258199	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960349.1	IncN	257177	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960350.1	IncN	242061	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960351.1	IncN	207851	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_ON960352.1	IncN	262175	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_OP242251.1	IncN	52036	1.1.1.7.30.611	1	1	1	7	30	611
RefSeq_NZ_OP378605.1	IncN	52446	1.1.1.7.30.355	1	1	1	7	30	355
RefSeq_NZ_OP378618.1	IncN	205325	1.1.1.7.30.1438	1	1	1	7	30	1438
RefSeq_NZ_OP378637.1	IncN	59721	1.1.1.7.30.663	1	1	1	7	30	663
RefSeq_NZ_OP378645.1	IncN	83450	1.1.1.7.30.576	1	1	1	7	30	576
RefSeq_NZ_OP378658.1	IncN	165424	1.1.1.7.30.1292	1	1	1	7	30	1292
RefSeq_NZ_OP378665.1	IncN	54244	1.1.1.7.30.355	1	1	1	7	30	355
RefSeq_NZ_OP950836.1	IncN	254902	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_OQ111278.1	IncN	46561	1.1.1.7.30.360	1	1	1	7	30	360
RefSeq_NZ_OQ401024.1	IncN	76704	1.1.1.7.30.677	1	1	1	7	30	677
RefSeq_NZ_OQ423470.1	IncN	116909	1.1.1.7.30.1514	1	1	1	7	30	1514
RefSeq_NZ_OQ423474.1	IncN	106410	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_OQ423475.1	IncN	97962	1.1.1.7.30.1114	1	1	1	7	30	1114
RefSeq_NZ_OQ683452.1	IncN	42161	1.1.1.7.30.512	1	1	1	7	30	512
RefSeq_NZ_OQ683453.1	IncN	57533	1.1.1.7.30.665	1	1	1	7	30	665
RefSeq_NZ_OQ821014.1	IncN	69726	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821015.1	IncN	63842	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821016.1	IncN	77421	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821017.1	IncN	76768	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821018.1	IncN	73380	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821019.1	IncN	75553	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821020.1	IncN	76768	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821030.1	IncN	64156	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821032.1	IncN	57261	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821033.1	IncN	53256	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821035.1	IncN	65649	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821037.1	IncN	52713	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821041.1	IncN	66942	1.1.1.7.30.357	1	1	1	7	30	357
RefSeq_NZ_OQ821046.1	IncN	53258	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821052.1	IncN	73665	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821055.1	IncN	61996	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821060.1	IncN	69198	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821063.1	IncN	59359	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821073.1	IncN	67113	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821074.1	IncN	73851	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821081.1	IncN	68049	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821084.1	IncN	74182	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821092.1	IncN	62691	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821093.1	IncN	65638	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821098.1	IncN	60034	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821109.1	IncN	61533	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821110.1	IncN	73070	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821170.1	IncN	63407	1.1.1.7.30.365	1	1	1	7	30	365
RefSeq_NZ_OQ821172.1	IncN	82438	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821175.1	IncN	82438	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821176.1	IncN	82438	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821177.1	IncN	83925	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821178.1	IncN	82438	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821179.1	IncN	76711	1.1.1.7.30.362	1	1	1	7	30	362
RefSeq_NZ_OQ821181.1	IncN	87500	1.1.1.7.30.570	1	1	1	7	30	570
RefSeq_NZ_OQ821183.1	IncN	88281	1.1.1.7.30.570	1	1	1	7	30	570
RefSeq_NZ_OQ821184.1	IncN	76592	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821185.1	IncN	65213	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821189.1	IncN	78354	1.1.1.7.30.662	1	1	1	7	30	662
RefSeq_NZ_OQ821190.1	IncN	72523	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821191.1	IncN	67935	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821196.1	IncN	67187	1.1.1.7.30.572	1	1	1	7	30	572
RefSeq_NZ_OQ821200.1	IncN	53262	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821201.1	IncN	53262	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821202.1	IncN	56929	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821204.1	IncN	53258	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821205.1	IncN	61260	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821206.1	IncN	54323	1.1.1.7.30.356	1	1	1	7	30	356
RefSeq_NZ_OQ821208.1	IncN	66170	1.1.1.7.30.625	1	1	1	7	30	625
RefSeq_NZ_OQ821209.1	IncN	65786	1.1.1.7.30.601	1	1	1	7	30	601
RefSeq_NZ_OQ821210.1	IncN	84804	1.1.1.7.30.633	1	1	1	7	30	633
RefSeq_NZ_OR797032.1	IncN	47695	1.1.1.7.30.642	1	1	1	7	30	642
RefSeq_NZ_OR797034.1	IncN	44651	1.1.1.7.30.642	1	1	1	7	30	642
RefSeq_NZ_OU015329.1	IncN	262389	1.1.1.7.30.743	1	1	1	7	30	743
RefSeq_NZ_OU342903.1	IncN	35437	1.1.1.7.30.141	1	1	1	7	30	141
RefSeq_NZ_OU342906.1	IncN	35437	1.1.1.7.30.278	1	1	1	7	30	278
RefSeq_NZ_OW849066.1	IncN	38262	1.1.1.7.30.1932	1	1	1	7	30	1932
RefSeq_NZ_OW849085.1	IncN	37891	1.1.1.7.30.1925	1	1	1	7	30	1925
RefSeq_NZ_OW967008.1	IncN	45090	1.1.1.7.30.354	1	1	1	7	30	354
RefSeq_NZ_OW968433.1	IncN	51757	1.1.1.7.30.644	1	1	1	7	30	644
RefSeq_NZ_OW969688.1	IncN	117229	1.1.1.7.30.539	1	1	1	7	30	539
RefSeq_NZ_OW969713.1	IncN	35534	1.1.1.7.30.278	1	1	1	7	30	278
RefSeq_NZ_OW969880.1	IncN	53579	1.1.1.7.30.338	1	1	1	7	30	338
RefSeq_NZ_OW995944.1	IncN	86953	1.1.1.7.30.613	1	1	1	7	30	613
RefSeq_NZ_OY754368.1	IncN	43051	1.1.1.7.30.642	1	1	1	7	30	642
RefSeq_NZ_PUIG01000033.1	IncN	32968	1.1.1.7.30.2022	1	1	1	7	30	2022
RefSeq_NZ_QHMI01000031.1	IncN	40047	1.1.1.7.30.1860	1	1	1	7	30	1860
RefSeq_NZ_QWDG01000003.1	IncN	11994	1.1.1.7.22.37	1	1	1	7	22	37
RefSeq_NZ_RRGT01000085.1	IncN	64574	1.1.1.7.30.141	1	1	1	7	30	141
RefSeq_NZ_SDDW01000045.1	IncN	6552	1.1.1.7.22.35	1	1	1	7	22	35
RefSeq_NZ_SJZK01000010.1	IncN	56991	1.1.1.7.30.520	1	1	1	7	30	520
RefSeq_NZ_SJZK02000012.1	IncN	56991	1.1.1.7.30.520	1	1	1	7	30	520
RefSeq_NZ_SRML01000071.1	IncN	3241	1.1.1.4.4.5	1	1	1	4	4	5
RefSeq_NZ_SWIQ01000257.1	IncN	56321	1.1.1.7.30.588	1	1	1	7	30	588
RefSeq_NZ_VKLZ01000146.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMA01000036.1	IncN	58677	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMB01000109.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMC01000109.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKME01000146.1	IncN	77105	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMF01000347.1	IncN	78022	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMF01000348.1	IncN	78022	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMG01000183.1	IncN	78022	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMG01000184.1	IncN	78022	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMH01000253.1	IncN	78023	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMK01000094.1	IncN	78849	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKML01000077.1	IncN	78849	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMM01000079.1	IncN	78849	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMN01000123.1	IncN	62812	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMO01000193.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMP01000126.1	IncN	78002	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMQ01000091.1	IncN	47539	1.1.1.7.30.569	1	1	1	7	30	569
RefSeq_NZ_VKMR01000046.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMS01000111.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMT01000144.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMU01000116.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMV01000063.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMW01000116.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMX01000101.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMY01000050.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKMZ01000118.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNA01000110.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNB01000047.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNC01000072.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKND01000090.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNE01000099.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNF01000119.1	IncN	77312	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNG01000152.1	IncN	77975	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNH01000084.1	IncN	78022	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNI01000099.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNJ01000140.1	IncN	77619	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNK01000077.1	IncN	77619	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNM01000153.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNN01000158.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNO01000140.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNP01000116.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNQ01000128.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNR01000115.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNS01000175.1	IncN	78021	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNT01000070.1	IncN	58447	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNU01000063.1	IncN	58446	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VKNV01000050.1	IncN	70101	1.1.1.7.30.567	1	1	1	7	30	567
RefSeq_NZ_VTWJ01000025.1	IncN	34024	1.1.1.7.30.278	1	1	1	7	30	278
RefSeq_NZ_VYQD01000002.1	IncN	3205	1.1.1.4.4.5	1	1	1	4	4	5
RefSeq_NC_010257.1	IncX1	32014	1.1.1.7.30.2180	1	1	1	7	30	2180
RefSeq_NC_010378.1	IncX1	51602	1.1.1.7.30.1945	1	1	1	7	30	1945
RefSeq_NC_010421.1	IncX1	34595	1.1.1.7.30.1969	1	1	1	7	30	1969
RefSeq_NC_010422.1	IncX1	74589	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NC_010860.1	IncX1	32950	1.1.1.7.30.190	1	1	1	7	30	190
RefSeq_NC_011078.1	IncX1	46121	1.1.1.7.30.73	1	1	1	7	30	73
RefSeq_NC_011204.1	IncX1	74551	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NC_011739.1	IncX1	33809	1.1.1.7.30.1955	1	1	1	7	30	1955
RefSeq_NC_013503.1	IncX1	42644	1.1.1.7.30.1948	1	1	1	7	30	1948
RefSeq_NC_015472.1	IncX1	21423	1.1.1.7.30.2124	1	1	1	7	30	2124
RefSeq_NC_016036.1	IncX1	61093	1.1.1.7.30.209	1	1	1	7	30	209
RefSeq_NC_017624.1	IncX1	37581	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NC_019013.1	IncX1	50572	1.1.1.7.30.1947	1	1	1	7	30	1947
RefSeq_NC_019046.1	IncX1	31684	1.1.1.7.30.1990	1	1	1	7	30	1990
RefSeq_NC_019067.1	IncX1	38611	1.1.1.7.30.1965	1	1	1	7	30	1965
RefSeq_NC_019088.1	IncX1	47506	1.1.1.7.30.1974	1	1	1	7	30	1974
RefSeq_NC_019096.1	IncX1	38611	1.1.1.7.30.1965	1	1	1	7	30	1965
RefSeq_NC_019106.1	IncX1	77331	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NC_019138.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NC_019254.1	IncX1	54291	1.1.1.7.30.2112	1	1	1	7	30	2112
RefSeq_NC_019256.1	IncX1	32533	1.1.1.7.30.2119	1	1	1	7	30	2119
RefSeq_NC_021842.2	IncX1	37679	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NC_023277.2	IncX1	287616	1.1.1.7.30.751	1	1	1	7	30	751
RefSeq_NC_023323.1	IncX1	60043	1.1.1.7.30.1923	1	1	1	7	30	1923
RefSeq_NC_024961.1	IncX1	42804	1.1.1.7.30.1951	1	1	1	7	30	1951
RefSeq_NZ_AGTD01000003.1	IncX1	87792	1.1.1.7.30.437	1	1	1	7	30	437
RefSeq_NZ_AJGY01000090.1	IncX1	37714	1.1.1.7.30.1987	1	1	1	7	30	1987
RefSeq_NZ_AP017611.1	IncX1	168972	1.1.1.7.30.759	1	1	1	7	30	759
RefSeq_NZ_AP019678.1	IncX1	49365	1.1.1.7.30.256	1	1	1	7	30	256
RefSeq_NZ_AP019764.1	IncX1	46350	1.1.1.7.30.1984	1	1	1	7	30	1984
RefSeq_NZ_AP022218.1	IncX1	53216	1.1.1.7.30.228	1	1	1	7	30	228
RefSeq_NZ_AP022248.1	IncX1	49365	1.1.1.7.30.256	1	1	1	7	30	256
RefSeq_NZ_AP022545.1	IncX1	27490	1.1.1.7.30.322	1	1	1	7	30	322
RefSeq_NZ_AP022652.1	IncX1	45497	1.1.1.7.30.1971	1	1	1	7	30	1971
RefSeq_NZ_AP023429.1	IncX1	48997	1.1.1.7.30.1958	1	1	1	7	30	1958
RefSeq_NZ_AP024584.1	IncX1	88903	1.1.1.7.30.822	1	1	1	7	30	822
RefSeq_NZ_AP024689.1	IncX1	62903	1.1.1.7.30.301	1	1	1	7	30	301
RefSeq_NZ_AP026963.1	IncX1	87025	1.1.1.7.30.827	1	1	1	7	30	827
RefSeq_NZ_AP027429.1	IncX1	72582	1.1.1.7.30.482	1	1	1	7	30	482
RefSeq_NZ_AP027434.1	IncX1	72586	1.1.1.7.30.2067	1	1	1	7	30	2067
RefSeq_NZ_AP027438.1	IncX1	72582	1.1.1.7.30.482	1	1	1	7	30	482
RefSeq_NZ_AP027441.1	IncX1	51942	1.1.1.7.30.1946	1	1	1	7	30	1946
RefSeq_NZ_AP027956.1	IncX1	13190	1.1.1.7.29.53	1	1	1	7	29	53
RefSeq_NZ_AP027966.1	IncX1	24433	1.1.1.7.65.2215	1	1	1	7	65	2215
RefSeq_NZ_AP027974.1	IncX1	40085	1.1.1.7.30.1977	1	1	1	7	30	1977
RefSeq_NZ_AP027980.1	IncX1	72919	1.1.1.7.30.1815	1	1	1	7	30	1815
RefSeq_NZ_AP027981.1	IncX1	40085	1.1.1.7.30.1977	1	1	1	7	30	1977
RefSeq_NZ_CM001145.1	IncX1	45663	1.1.1.7.30.73	1	1	1	7	30	73
RefSeq_NZ_CM001152.1	IncX1	74548	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NZ_CM008164.1	IncX1	45366	1.1.1.7.30.203	1	1	1	7	30	203
RefSeq_NZ_CM009685.1	IncX1	37228	1.1.1.7.30.195	1	1	1	7	30	195
RefSeq_NZ_CM017219.1	IncX1	38993	1.1.1.7.30.1965	1	1	1	7	30	1965
RefSeq_NZ_CM017228.1	IncX1	44172	1.1.1.7.30.1973	1	1	1	7	30	1973
RefSeq_NZ_CM017236.1	IncX1	37134	1.1.1.7.30.1983	1	1	1	7	30	1983
RefSeq_NZ_CM017244.1	IncX1	33858	1.1.1.7.30.1955	1	1	1	7	30	1955
RefSeq_NZ_CM017504.1	IncX1	36124	1.1.1.7.30.1967	1	1	1	7	30	1967
RefSeq_NZ_CM019093.1	IncX1	36629	1.1.1.7.30.204	1	1	1	7	30	204
RefSeq_NZ_CP005994.1	IncX1	37692	1.1.1.7.30.194	1	1	1	7	30	194
RefSeq_NZ_CP006642.1	IncX1	145722	1.1.1.7.30.1690	1	1	1	7	30	1690
RefSeq_NZ_CP009074.1	IncX1	24185	1.1.1.7.30.290	1	1	1	7	30	290
RefSeq_NZ_CP009103.1	IncX1	38457	1.1.1.7.30.1986	1	1	1	7	30	1986
RefSeq_NZ_CP009767.1	IncX1	101428	1.1.1.7.30.408	1	1	1	7	30	408
RefSeq_NZ_CP010127.1	IncX1	42655	1.1.1.7.30.185	1	1	1	7	30	185
RefSeq_NZ_CP010155.1	IncX1	39406	1.1.1.7.30.223	1	1	1	7	30	223
RefSeq_NZ_CP010164.1	IncX1	29433	1.1.1.7.30.2135	1	1	1	7	30	2135
RefSeq_NZ_CP010168.1	IncX1	48243	1.1.1.7.30.2054	1	1	1	7	30	2054
RefSeq_NZ_CP011431.1	IncX1	42199	1.1.1.7.30.1977	1	1	1	7	30	1977
RefSeq_NZ_CP012734.1	IncX1	63412	1.1.1.7.30.187	1	1	1	7	30	187
RefSeq_NZ_CP012922.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP012926.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP014974.1	IncX1	35954	1.1.1.7.30.1970	1	1	1	7	30	1970
RefSeq_NZ_CP016506.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016509.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016515.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016518.1	IncX1	37698	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016524.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016529.1	IncX1	42652	1.1.1.7.30.1981	1	1	1	7	30	1981
RefSeq_NZ_CP016531.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016562.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016564.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016567.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016571.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016575.1	IncX1	37697	1.1.1.7.30.194	1	1	1	7	30	194
RefSeq_NZ_CP016578.1	IncX1	37697	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016580.1	IncX1	37696	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP016587.1	IncX1	37696	1.1.1.7.30.1979	1	1	1	7	30	1979
RefSeq_NZ_CP017222.1	IncX1	54159	1.1.1.7.30.170	1	1	1	7	30	170
RefSeq_NZ_CP017233.1	IncX1	96999	1.1.1.7.30.407	1	1	1	7	30	407
RefSeq_NZ_CP017633.1	IncX1	120528	1.1.1.7.30.1340	1	1	1	7	30	1340
RefSeq_NZ_CP018662.1	IncX1	51980	1.1.1.7.30.1999	1	1	1	7	30	1999
RefSeq_NZ_CP019180.1	IncX1	74560	1.1.1.7.30.289	1	1	1	7	30	289
RefSeq_NZ_CP019272.1	IncX1	129452	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP019284.1	IncX1	93578	1.1.1.7.30.2037	1	1	1	7	30	2037
RefSeq_NZ_CP019395.1	IncX1	91319	1.1.1.7.30.843	1	1	1	7	30	843
RefSeq_NZ_CP020060.1	IncX1	50999	1.1.1.7.30.2014	1	1	1	7	30	2014
RefSeq_NZ_CP020088.1	IncX1	47674	1.1.1.7.30.187	1	1	1	7	30	187
RefSeq_NZ_CP020341.1	IncX1	47688	1.1.1.7.30.1958	1	1	1	7	30	1958
RefSeq_NZ_CP020836.1	IncX1	37362	1.1.1.7.30.168	1	1	1	7	30	168
RefSeq_NZ_CP021103.1	IncX1	80206	1.1.1.7.30.2084	1	1	1	7	30	2084
RefSeq_NZ_CP022061.1	IncX1	44561	1.1.1.7.30.183	1	1	1	7	30	183
RefSeq_NZ_CP022072.1	IncX1	42327	1.1.1.7.30.2142	1	1	1	7	30	2142
RefSeq_NZ_CP022281.1	IncX1	59190	1.1.1.7.30.1944	1	1	1	7	30	1944
RefSeq_NZ_CP022453.1	IncX1	38911	1.1.1.7.30.152	1	1	1	7	30	152
RefSeq_NZ_CP022502.1	IncX1	66760	1.1.1.7.30.74	1	1	1	7	30	74
RefSeq_NZ_CP022964.1	IncX1	67685	1.1.1.7.30.176	1	1	1	7	30	176
RefSeq_NZ_CP023360.1	IncX1	53914	1.1.1.7.30.1939	1	1	1	7	30	1939
RefSeq_NZ_CP023379.1	IncX1	39598	1.1.1.7.30.1952	1	1	1	7	30	1952
RefSeq_NZ_CP023438.1	IncX1	51931	1.1.1.7.30.2008	1	1	1	7	30	2008
RefSeq_NZ_CP023476.1	IncX1	34661	1.1.1.7.30.1970	1	1	1	7	30	1970
RefSeq_NZ_CP024136.1	IncX1	93781	1.1.1.7.30.1740	1	1	1	7	30	1740
RefSeq_NZ_CP024261.1	IncX1	45056	1.1.1.7.30.193	1	1	1	7	30	193
RefSeq_NZ_CP024290.1	IncX1	36473	1.1.1.7.30.1978	1	1	1	7	30	1978
RefSeq_NZ_CP024467.1	IncX1	54993	1.1.1.7.30.173	1	1	1	7	30	173
RefSeq_NZ_CP024664.1	IncX1	52270	1.1.1.7.30.196	1	1	1	7	30	196
RefSeq_NZ_CP024671.1	IncX1	31494	1.1.1.7.30.207	1	1	1	7	30	207
RefSeq_NZ_CP025558.1	IncX1	30098	1.1.1.7.30.190	1	1	1	7	30	190
RefSeq_NZ_CP025677.1	IncX1	129356	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP025864.1	IncX1	36127	1.1.1.7.30.191	1	1	1	7	30	191
RefSeq_NZ_CP026570.1	IncX1	96994	1.1.1.7.30.409	1	1	1	7	30	409
RefSeq_NZ_CP026773.1	IncX1	52051	1.1.1.7.30.1966	1	1	1	7	30	1966
RefSeq_NZ_CP027138.1	IncX1	90735	1.1.1.7.30.205	1	1	1	7	30	205
RefSeq_NZ_CP027574.1	IncX1	48183	1.1.1.7.30.193	1	1	1	7	30	193
RefSeq_NZ_CP028313.1	IncX1	43609	1.1.1.7.30.183	1	1	1	7	30	183
RefSeq_NZ_CP029061.1	IncX1	32945	1.1.1.7.30.190	1	1	1	7	30	190
RefSeq_NZ_CP029683.1	IncX1	86805	1.1.1.7.30.407	1	1	1	7	30	407
RefSeq_NZ_CP029854.1	IncX1	43427	1.1.1.7.30.1991	1	1	1	7	30	1991
RefSeq_NZ_CP030208.1	IncX1	74577	1.1.1.7.30.329	1	1	1	7	30	329
RefSeq_NZ_CP030283.1	IncX1	113645	1.1.1.7.30.1340	1	1	1	7	30	1340
RefSeq_NZ_CP031110.1	IncX1	50124	1.1.1.7.30.179	1	1	1	7	30	179
