plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
OW968224.1	IncN	60.0	1551	1.1.5870.23253.35612.57187	1	1	5870	23253	35612	57187	0.092365	NZ_MH105050.1	reference
OW968226.1	IncFII	100.0	180441	1.1.3.42.150.1863	1	1	3	42	150	1863	1.5e-05	RefSeq_NZ_CP093482.1	reference
OW968227.1	IncFII	82.8	67240	1.1.3.42.150.57188	1	1	3	42	150	57188	0.003252	RefSeq_NC_021502.1	reference
OW968228.1	IncN	100.0	47284	1.1.3.42.150.1290	1	1	3	42	150	1290	0.000314	RefSeq_NZ_CP083447.1	reference
OW968229.1	IncHI2	20.4	7660	1.1.3.42.35613.57189	1	1	3	42	35613	57189	0.018617	NZ_CP031575.1	reference
OW968230.1	IncFII	55.0	2511	1.1.3.23254.35614.57190	1	1	3	23254	35614	57190	0.027929	RefSeq_NZ_CP047769.1	reference
OW968235.1	IncFII	100.0	195692	1.1.3.42.150.1863	1	1	3	42	150	1863	4.6e-05	RefSeq_NZ_CP098172.1	reference
OW968236.1	IncFII	82.8	65499	1.1.3.42.150.57191	1	1	3	42	150	57191	0.002962	RefSeq_NC_021502.1	reference
OW968237.1	IncN	60.0	2927	1.1.3.23255.35615.57192	1	1	3	23255	35615	57192	0.040891	RefSeq_NZ_CP065953.1	reference
OW968245.1	IncFII	47.6	307418	1.1.3.42.150.57193	1	1	3	42	150	57193	0.001053	RefSeq_NZ_CP020902.1	reference
OW968246.1	IncFII	61.4	215849	1.1.3.42.150.57194	1	1	3	42	150	57194	0.001065	RefSeq_NZ_CP138824.1	reference
OW968247.1	IncN	60.9	71841	1.1.3.42.150.57195	1	1	3	42	150	57195	0.002776	RefSeq_NZ_AP018741.1	reference
OW968248.1	repPae_small	100.0	40424	1.1.3.42.146.497	1	1	3	42	146	497	0.000169	NZ_CP116230.1	reference
OW968252.1	IncFII	100.0	201250	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000688	RefSeq_NZ_AP021910.1	reference
OW968253.1	IncFIB	78.3	108959	1.1.3.42.148.57196	1	1	3	42	148	57196	0.005166	NZ_CP030268.1	reference
OW968254.1	IncI1	100.0	84462	1.1.3.42.150.1090	1	1	3	42	150	1090	0.000703	NZ_CP134381.1	reference
OW968255.1	IncFII	82.7	63589	1.1.3.42.150.57197	1	1	3	42	150	57197	0.003417	RefSeq_NC_021502.1	reference
OW968256.1	IncR	39.9	63418	1.1.3.42.150.57198	1	1	3	42	150	57198	0.003006	RefSeq_NZ_MZ779047.1	reference
OW968257.1	IncFII	100.0	53928	1.1.3.42.150.57199	1	1	3	42	150	57199	0.00898	RefSeq_NZ_CP055367.1	reference
OW968258.1	IncFII	100.0	3751	1.1.3.23256.35616.57200	1	1	3	23256	35616	57200	0.049972	RefSeq_NZ_MT039219.1	reference
OW968260.1	IncFII	47.1	246978	1.1.3.42.150.57201	1	1	3	42	150	57201	0.001012	RefSeq_NZ_CP020902.1	reference
OW968261.1	IncFII	100.0	186844	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000134	RefSeq_NZ_CP083072.1	reference
OW968262.1	IncFII	82.7	63589	1.1.3.42.150.57202	1	1	3	42	150	57202	0.003419	RefSeq_NC_021502.1	reference
OW968263.1	IncX1	59.0	3991	1.1.3.23257.35617.57203	1	1	3	23257	35617	57203	0.034228	RefSeq_NZ_CP020905.1	reference
OW968264.1	IncFII	80.4	3223	1.1.3.23258.35618.57204	1	1	3	23258	35618	57204	0.047785	RefSeq_NZ_MF788069.1	reference
OW968267.1	IncN	56.0	254193	1.1.3.42.150.1393	1	1	3	42	150	1393	0.000745	NZ_CP059469.1	reference
OW968268.1	IncFII	100.0	226149	1.1.3.42.150.1863	1	1	3	42	150	1863	7.2e-05	RefSeq_NZ_CP121146.1	reference
OW968269.1	IncFII	82.3	63589	1.1.3.42.150.57205	1	1	3	42	150	57205	0.003514	RefSeq_NC_021502.1	reference
OW968270.1	IncX1	59.0	3991	1.1.3.23259.35619.57206	1	1	3	23259	35619	57206	0.034435	RefSeq_NZ_CP020905.1	reference
OW968271.1	ColRNAI	100.0	3670	1.1.3.23260.35620.57207	1	1	3	23260	35620	57207	0.03849	NZ_CP115152.1	reference
OW968272.1	ColRNAI	79.8	3516	1.1.3.23261.35621.57208	1	1	3	23261	35621	57208	0.03953	RefSeq_NZ_QWDG01000005.1	reference
OW968273.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000602	NZ_CP140480.1	reference
OW968274.1	IncN	60.1	1949	1.1.5871.23262.35622.57209	1	1	5871	23262	35622	57209	0.065057	RefSeq_NZ_MT010563.1	reference
OW968275.1	IncN	60.0	1551	1.1.5872.23263.35623.57210	1	1	5872	23263	35623	57210	0.092365	NZ_MH105050.1	reference
OW968284.1	IncFII	100.0	184932	1.1.3.42.150.1863	1	1	3	42	150	1863	3e-05	RefSeq_NZ_VXIW01000004.1	reference
OW968285.1	IncFII	82.8	65473	1.1.3.42.150.57211	1	1	3	42	150	57211	0.003238	RefSeq_NC_021502.1	reference
OW968286.1	ColRNAI	98.3	4593	1.1.3.74.262.3035	1	1	3	74	262	3035	0.000155	NZ_CP035550.1	reference
OW968297.1	IncHI2	70.7	297896	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000106	NZ_LN794248.1	reference
OW968298.1	IncFII	82.2	67220	1.1.3.42.150.57212	1	1	3	42	150	57212	0.003049	RefSeq_NC_021502.1	reference
OW968299.1	IncFII	100.0	4853	1.1.3.23264.35624.57213	1	1	3	23264	35624	57213	0.031731	RefSeq_NZ_CP023186.1	reference
OW968300.1	IncFII	72.9	2496	1.1.3.94.35625.57214	1	1	3	94	35625	57214	0.01918	RefSeq_NZ_CP047769.1	reference
OW968319.1	IncFII	100.0	246621	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000287	RefSeq_NZ_OU342707.1	reference
OW968320.1	IncFII	82.7	63589	1.1.3.42.150.57215	1	1	3	42	150	57215	0.003419	RefSeq_NC_021502.1	reference
OW968321.1	IncFII	100.0	53196	1.1.3.42.150.57216	1	1	3	42	150	57216	0.009221	RefSeq_NZ_JAIUIZ010000022.1	reference
OW968322.1	IncR	46.6	51776	1.1.3.42.150.57217	1	1	3	42	150	57217	0.002175	NZ_CP058943.1	reference
OW968323.1	ColRNAI	61.5	1934	1.1.5873.23265.35626.57218	1	1	5873	23265	35626	57218	0.06181	NZ_CP122477.1	reference
OW968332.1	IncFII	82.2	213376	1.1.3.42.150.57219	1	1	3	42	150	57219	0.00107	RefSeq_NZ_CP129956.1	reference
OW968333.1	repPae_large	58.2	38355	1.1.3.42.146.57220	1	1	3	42	146	57220	0.009974	NZ_CP095775.1	reference
OW968343.1	IncHI2	65.0	330089	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000633	NZ_CP085778.1	reference
OW968344.1	repPae_large	60.7	30128	1.1.3.42.35627.57221	1	1	3	42	35627	57221	0.011104	NZ_CP081478.1	reference
OW968345.1	IncFII	100.0	4921	1.1.3.23266.35628.57222	1	1	3	23266	35628	57222	0.033495	RefSeq_NZ_MT810370.1	reference
OW968346.1	IncFII	60.4	2317	1.1.5874.23267.35629.57223	1	1	5874	23267	35629	57223	0.057358	RefSeq_NZ_KX858825.1	reference
OW968351.1	IncFII	100.0	187217	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000133	RefSeq_NZ_CP066535.1	reference
OW968352.1	IncFII	82.4	65499	1.1.3.42.150.57224	1	1	3	42	150	57224	0.003044	RefSeq_NC_021502.1	reference
OW968354.1	IncFII	100.0	227227	1.1.3.42.150.1863	1	1	3	42	150	1863	2.2e-05	RefSeq_NZ_OU342707.1	reference
OW968355.1	IncFII	100.0	113903	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000632	RefSeq_NZ_CP073785.1	reference
OW968356.1	IncFII	100.0	60602	1.1.3.42.150.57225	1	1	3	42	150	57225	0.004146	RefSeq_NZ_CP113792.1	reference
OW968357.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000597	NZ_CP140480.1	reference
OW968359.1	IncFII	100.0	266951	1.1.3.42.150.1800	1	1	3	42	150	1800	0.000859	RefSeq_NZ_CP056777.1	reference
OW968360.1	IncFII	100.0	97999	1.1.3.42.150.57226	1	1	3	42	150	57226	0.00386	RefSeq_NZ_CP115716.1	reference
OW968361.1	IncX1	40.0	6134	1.1.3.23268.35630.57227	1	1	3	23268	35630	57227	0.026669	RefSeq_NZ_MN868652.1	reference
OW968362.1	IncFII	100.0	4783	1.1.3.23269.35631.57228	1	1	3	23269	35631	57228	0.03349	RefSeq_NZ_CP025468.1	reference
OW968363.1	IncN	100.0	1917	1.1.5875.23270.35632.57229	1	1	5875	23270	35632	57229	0.060387	AP026467.1	reference
OW968365.1	IncFII	26.7	287261	1.1.3.42.150.1399	1	1	3	42	150	1399	0.000803	RefSeq_NZ_OL348379.1	reference
OW968366.1	IncFII	100.0	242274	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000327	RefSeq_NZ_CP129695.1	reference
OW968367.1	IncFII	82.3	63589	1.1.3.42.150.57230	1	1	3	42	150	57230	0.003514	RefSeq_NC_021502.1	reference
OW968368.1	IncN	59.3	3991	1.1.3.23271.35633.57231	1	1	3	23271	35633	57231	0.03588	RefSeq_NZ_CP017586.1	reference
OW968369.1	ColRNAI	100.0	3670	1.1.3.23272.35634.57232	1	1	3	23272	35634	57232	0.038724	NZ_CP115152.1	reference
OW968370.1	ColRNAI	79.9	3516	1.1.3.23273.35635.57233	1	1	3	23273	35635	57233	0.039855	RefSeq_NZ_QWDG01000005.1	reference
OW968371.1	ColRNAI	98.4	2058	1.1.1.1.1.1	1	1	1	1	1	1	0.000596	NZ_CP140480.1	reference
OW968372.1	IncFII	40.3	1949	1.1.5876.23274.35636.57234	1	1	5876	23274	35636	57234	0.067228	RefSeq_NZ_CP129786.1	reference
OW968373.1	IncN	60.0	1551	1.1.5877.23275.35637.57235	1	1	5877	23275	35637	57235	0.092365	NZ_MH105050.1	reference
OW968375.1	IncN	62.2	492580	1.1.3.42.150.57236	1	1	3	42	150	57236	0.001466	RefSeq_NZ_CP029748.1	reference
OW968376.1	IncFII	82.3	63589	1.1.3.42.150.57237	1	1	3	42	150	57237	0.003514	RefSeq_NC_021502.1	reference
OW968377.1	IncX1	58.9	3991	1.1.3.23276.35638.57238	1	1	3	23276	35638	57238	0.034474	RefSeq_NZ_CP020905.1	reference
OW968378.1	IncFII	79.4	3670	1.1.3.23277.35639.57239	1	1	3	23277	35639	57239	0.039014	NZ_CP053775.1	reference
OW968379.1	ColRNAI	79.9	3516	1.1.3.23278.35640.57240	1	1	3	23278	35640	57240	0.039843	RefSeq_NZ_QWDG01000005.1	reference
OW968380.1	ColRNAI	100.0	2058	1.1.3.7.35641.57241	1	1	3	7	35641	57241	0.015689	NZ_CP067052.1	reference
OW968381.1	IncFII	40.3	1949	1.1.5878.23279.35642.57242	1	1	5878	23279	35642	57242	0.067382	RefSeq_NZ_CP129786.1	reference
OW968382.1	IncN	60.0	1551	1.1.5879.23280.35643.57243	1	1	5879	23280	35643	57243	0.092365	NZ_MH105050.1	reference
OW968384.1	IncFII	100.0	202877	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000127	RefSeq_NZ_CP124828.1	reference
OW968385.1	IncFII	82.4	65498	1.1.3.42.150.57244	1	1	3	42	150	57244	0.003047	RefSeq_NC_021502.1	reference
OW968386.1	IncX1	78.9	62634	1.1.3.42.150.57245	1	1	3	42	150	57245	0.003544	NZ_CP053728.1	reference
OW968389.1	IncX1	42.1	319173	1.1.3.42.150.1399	1	1	3	42	150	1399	0.000732	RefSeq_NZ_OL348379.1	reference
OW968390.1	IncFII	100.0	178274	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000409	RefSeq_NZ_CP090220.1	reference
OW968391.1	IncFIB	62.1	109837	1.1.3.42.148.618	1	1	3	42	148	618	0.000377	NZ_CP040026.1	reference
OW968392.1	IncFII	54.5	45820	1.1.3.42.150.57246	1	1	3	42	150	57246	0.003245	NZ_MT415057.1	reference
OW968393.1	IncHI2	40.0	4163	1.1.3.23281.35644.57247	1	1	3	23281	35644	57247	0.044807	RefSeq_NZ_QFWY01000052.1	reference
OW968394.1	IncX3	40.3	2077	1.1.5880.23282.35645.57248	1	1	5880	23282	35645	57248	0.072624	NZ_CP072860.1	reference
OW968395.1	ColRNAI	100.0	2058	1.1.3.7.35646.57249	1	1	3	7	35646	57249	0.015609	NZ_CP067052.1	reference
OW968397.1	IncFII	82.3	63570	1.1.3.42.150.57250	1	1	3	42	150	57250	0.003529	RefSeq_NC_021502.1	reference
OW968398.1	repEF_conj	79.1	4183	1.1.3.23283.35647.57251	1	1	3	23283	35647	57251	0.048929	NZ_JBJUTK010000006.1	reference
OW968399.1	IncFII	58.2	2495	1.1.3.94.35648.57252	1	1	3	94	35648	57252	0.013131	RefSeq_NZ_CP047769.1	reference
OW968400.1	IncFII	60.5	2317	1.1.5881.23284.35649.57253	1	1	5881	23284	35649	57253	0.057146	RefSeq_NZ_KX858825.1	reference
OW968418.1	IncHI2	82.0	281280	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000253	NZ_LN794248.1	reference
OW968419.1	IncFII	100.0	196573	1.1.3.42.150.57254	1	1	3	42	150	57254	0.001934	RefSeq_NZ_CP023953.1	reference
OW968420.1	IncFII	100.0	78017	1.1.3.42.150.57255	1	1	3	42	150	57255	0.003296	RefSeq_NZ_AP026412.1	reference
OW968421.1	IncFII	100.0	4550	1.1.3.23285.35650.57256	1	1	3	23285	35650	57256	0.039088	RefSeq_NZ_CP142905.1	reference
OW968422.1	IncFII	58.2	2495	1.1.3.94.35651.57257	1	1	3	94	35651	57257	0.01347	RefSeq_NZ_CP047769.1	reference
OW968426.1	IncFII	100.0	190281	1.1.3.42.150.1863	1	1	3	42	150	1863	0.00056	RefSeq_NZ_CP139489.1	reference
OW968427.1	IncFII	62.8	48441	1.1.3.42.150.57258	1	1	3	42	150	57258	0.004432	RefSeq_NC_021502.1	reference
OW968428.1	ColRNAI	65.2	10122	1.1.3.42.130.57259	1	1	3	42	130	57259	0.006634	NZ_CP132199.1	reference
OW968429.1	IncX1	79.4	6285	1.1.3.23286.35652.57260	1	1	3	23286	35652	57260	0.029497	RefSeq_NZ_CP013972.1	reference
OW968430.1	IncFII	79.3	5602	1.1.3.23287.35653.57261	1	1	3	23287	35653	57261	0.034725	NZ_CP035550.1	reference
OW968436.1	IncFII	64.7	295607	1.1.3.42.150.1401	1	1	3	42	150	1401	0.000925	RefSeq_NZ_CP020902.1	reference
OW968437.1	IncFII	82.7	63589	1.1.3.42.150.57262	1	1	3	42	150	57262	0.003419	RefSeq_NC_021502.1	reference
OW968438.1	IncX1	59.0	3991	1.1.3.23288.35654.57263	1	1	3	23288	35654	57263	0.034325	RefSeq_NZ_CP020905.1	reference
OW968439.1	IncFII	80.3	3223	1.1.3.23289.35655.57264	1	1	3	23289	35655	57264	0.047843	RefSeq_NZ_MF788069.1	reference
OW968445.1	IncFII	78.7	123302	1.1.3.42.150.57265	1	1	3	42	150	57265	0.001479	RefSeq_NZ_CP055510.1	reference
OW968446.1	IncFII	100.0	93629	1.1.3.42.150.57266	1	1	3	42	150	57266	0.002013	RefSeq_NZ_CM012199.1	reference
OW968447.1	IncFII	100.0	70199	1.1.3.42.150.57267	1	1	3	42	150	57267	0.00248	RefSeq_NZ_CP129858.1	reference
OW968448.1	IncFII	82.3	63570	1.1.3.42.150.57268	1	1	3	42	150	57268	0.003524	RefSeq_NC_021502.1	reference
OW968449.1	IncN	100.0	47284	1.1.3.42.150.1290	1	1	3	42	150	1290	0.000314	RefSeq_NZ_CP083447.1	reference
OW968450.1	IncX3	82.0	35017	1.1.3.42.150.57269	1	1	3	42	150	57269	0.004909	CP052768.1	reference
OW968451.1	IncX1	79.8	5895	1.1.3.23290.35656.57270	1	1	3	23290	35656	57270	0.031955	RefSeq_NZ_MN868652.1	reference
OW968452.1	IncX1	100.0	3897	1.1.3.23291.35657.57271	1	1	3	23291	35657	57271	0.034663	RefSeq_NZ_CP076708.1	reference
OW968454.1	IncFII	47.6	307418	1.1.3.42.150.57272	1	1	3	42	150	57272	0.001051	RefSeq_NZ_CP020902.1	reference
OW968455.1	IncFII	61.3	214782	1.1.3.42.150.57273	1	1	3	42	150	57273	0.001046	RefSeq_NZ_CP138824.1	reference
OW968456.1	IncFII	39.1	77488	1.1.3.42.150.57274	1	1	3	42	150	57274	0.003112	RefSeq_NZ_CP041444.1	reference
OW968457.1	repPae_small	100.0	40730	1.1.3.42.146.497	1	1	3	42	146	497	0.000155	NZ_CP116230.1	reference
OW968459.1	IncFII	61.9	239544	1.1.3.42.150.1401	1	1	3	42	150	1401	0.000979	RefSeq_NZ_CP020902.1	reference
OW968460.1	IncFII	100.0	180654	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000162	RefSeq_NZ_CP066535.1	reference
OW968461.1	IncN	60.2	26406	1.1.3.42.150.57275	1	1	3	42	150	57275	0.007646	RefSeq_NC_025141.1	reference
OW968462.1	IncX1	58.9	3991	1.1.3.23292.35658.57276	1	1	3	23292	35658	57276	0.034517	RefSeq_NZ_CP020905.1	reference
OW968463.1	ColRNAI	100.0	3670	1.1.3.23293.35659.57277	1	1	3	23293	35659	57277	0.038461	NZ_CP115152.1	reference
OW968464.1	ColRNAI	79.9	3516	1.1.3.23294.35660.57278	1	1	3	23294	35660	57278	0.039736	RefSeq_NZ_QWDG01000005.1	reference
OW968465.1	repPae_large	100.0	3420	1.1.3.23295.35661.57279	1	1	3	23295	35661	57279	0.038699	NZ_CP093029.1	reference
OW968466.1	ColRNAI	100.0	2058	1.1.3.7.35662.57280	1	1	3	7	35662	57280	0.015706	NZ_CP067052.1	reference
OW968467.1	IncFII	40.3	1949	1.1.5882.23296.35663.57281	1	1	5882	23296	35663	57281	0.067358	RefSeq_NZ_CP129786.1	reference
OW968468.1	IncN	60.0	1551	1.1.5883.23297.35664.57282	1	1	5883	23297	35664	57282	0.092365	NZ_MH105050.1	reference
OW968470.1	IncFII	100.0	132450	1.1.3.42.150.1723	1	1	3	42	150	1723	0.00086	RefSeq_NZ_CP126762.1	reference
OW968471.1	IncFII	82.3	63570	1.1.3.42.150.57283	1	1	3	42	150	57283	0.003519	RefSeq_NC_021502.1	reference
OW968472.1	IncFII	100.0	4783	1.1.3.23298.35665.57284	1	1	3	23298	35665	57284	0.033608	RefSeq_NZ_CP025468.1	reference
OW968473.1	IncFII	20.5	2495	1.1.5884.23299.35666.57285	1	1	5884	23299	35666	57285	0.071631	RefSeq_NZ_CP090127.1	reference
OW969593.1	IncFII	100.0	212774	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000743	RefSeq_NZ_CP048779.1	reference
OW969594.1	IncFIB	78.6	109087	1.1.3.42.148.618	1	1	3	42	148	618	0.000245	NZ_CP027045.1	reference
OW969595.1	IncFII	82.4	65499	1.1.3.42.150.57286	1	1	3	42	150	57286	0.003052	RefSeq_NC_021502.1	reference
OW969596.1	IncFII	38.2	31167	1.1.3.42.150.57287	1	1	3	42	150	57287	0.005738	RefSeq_NZ_MH477636.1	reference
OW969597.1	repAci_large	80.4	2255	1.1.5885.23300.35667.57288	1	1	5885	23300	35667	57288	0.057532	NZ_CP053216.1	reference
OW969600.1	IncX1	81.2	49816	1.1.3.42.150.57289	1	1	3	42	150	57289	0.004042	RefSeq_NZ_CP125352.1	reference
OW969602.1	IncHI2	83.8	311068	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000475	NZ_CP080108.1	reference
OW969603.1	IncN	59.6	5825	1.1.3.23301.35668.57290	1	1	3	23301	35668	57290	0.027417	NZ_CP101120.1	reference
OW969604.1	IncFII	100.0	3906	1.1.3.23302.35669.57291	1	1	3	23302	35669	57291	0.036435	RefSeq_NZ_CP090128.1	reference
OW969605.1	IncFII	100.0	3223	1.1.5886.23303.35670.57292	1	1	5886	23303	35670	57292	0.051347	RefSeq_NZ_CP083836.1	reference
OW969610.1	IncFII	100.0	157723	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000462	RefSeq_NZ_CP024523.1	reference
OW969611.1	IncX1	77.2	46606	1.1.3.42.150.57293	1	1	3	42	150	57293	0.003565	NZ_CP053728.1	reference
OW969616.1	IncFII	100.0	131126	1.1.3.42.150.57294	1	1	3	42	150	57294	0.001361	RefSeq_NZ_CP018670.1	reference
OW969617.1	IncFII	100.0	68979	1.1.3.42.150.57295	1	1	3	42	150	57295	0.003177	RefSeq_NC_021502.1	reference
OW969618.1	repPae_large	62.0	28006	1.1.3.42.35671.57296	1	1	3	42	35671	57296	0.011284	NZ_MF144194.1	reference
OW969619.1	IncX1	42.6	3636	1.1.3.23304.35672.57297	1	1	3	23304	35672	57297	0.042282	RefSeq_NZ_MN868653.1	reference
OW969621.1	IncFII	100.0	105272	1.1.3.42.150.57298	1	1	3	42	150	57298	0.0025	RefSeq_NZ_MT265678.1	reference
OW969622.1	IncFII	100.0	58318	1.1.3.42.150.57299	1	1	3	42	150	57299	0.0036	RefSeq_NZ_CP046273.1	reference
OW969623.1	IncX1	100.0	5977	1.1.3.23305.35673.57300	1	1	3	23305	35673	57300	0.031224	RefSeq_NZ_CP120342.1	reference
OW969625.1	IncFII	100.0	190742	1.1.3.42.150.1723	1	1	3	42	150	1723	0.000412	RefSeq_NZ_CP126768.1	reference
OW969626.1	IncFII	82.4	65499	1.1.3.42.150.57301	1	1	3	42	150	57301	0.003044	RefSeq_NC_021502.1	reference
OW969627.1	IncX4	100.0	33826	1.1.3.42.150.57302	1	1	3	42	150	57302	0.001104	NZ_KY652381.1	reference
OW969628.1	repPae_small	81.5	11244	1.1.5887.23306.35674.57303	1	1	5887	23306	35674	57303	0.051265	NZ_CP093025.1	reference
OW969629.1	repPae_small	59.7	10592	1.1.5888.23307.35675.57304	1	1	5888	23307	35675	57304	0.062168	RefSeq_NZ_CP076521.1	reference
OW969637.1	IncFII	82.8	65499	1.1.3.42.150.57305	1	1	3	42	150	57305	0.002962	RefSeq_NC_021502.1	reference
OW969638.1	IncN	60.0	2927	1.1.3.23308.35676.57306	1	1	3	23308	35676	57306	0.041211	RefSeq_NZ_CP065953.1	reference
OW969640.1	IncFII	82.8	65499	1.1.3.42.150.57307	1	1	3	42	150	57307	0.002962	RefSeq_NC_021502.1	reference
OW969641.1	IncN	59.7	2927	1.1.3.23309.35677.57308	1	1	3	23309	35677	57308	0.039923	NZ_CP016921.1	reference
OW969645.1	IncFII	100.0	136203	1.1.3.42.150.1891	1	1	3	42	150	1891	0.000247	RefSeq_NZ_CP056624.1	reference
OW969646.1	IncFII	81.2	98834	1.1.3.42.150.57309	1	1	3	42	150	57309	0.002519	RefSeq_NZ_MT265678.1	reference
OW969647.1	IncX1	76.0	38130	1.1.3.42.150.57310	1	1	3	42	150	57310	0.004189	NZ_CP053728.1	reference
OW969649.1	IncFII	100.0	221878	1.1.3.42.150.1863	1	1	3	42	150	1863	4.8e-05	RefSeq_NZ_CP097412.1	reference
OW969650.1	IncFII	100.0	114840	1.1.3.42.150.1863	1	1	3	42	150	1863	2.2e-05	RefSeq_NZ_FR997880.1	reference
OW969651.1	IncN	100.0	52237	1.1.3.42.150.1290	1	1	3	42	150	1290	0.000466	RefSeq_NZ_CP050159.1	reference
OW969652.1	IncX1	59.0	3991	1.1.3.23310.35678.57311	1	1	3	23310	35678	57311	0.03442	RefSeq_NZ_CP020905.1	reference
OW969657.1	IncFII	100.0	237536	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000456	RefSeq_NZ_AP024174.1	reference
OW969658.1	IncFII	82.8	65499	1.1.3.42.150.57312	1	1	3	42	150	57312	0.002961	RefSeq_NC_021502.1	reference
OW969666.1	IncFII	100.0	162932	1.1.3.42.150.1723	1	1	3	42	150	1723	0.000703	RefSeq_NZ_CP126874.1	reference
OW969667.1	IncFII	82.4	65499	1.1.3.42.150.57313	1	1	3	42	150	57313	0.003047	RefSeq_NC_021502.1	reference
OW969668.1	repPae_small	81.5	11244	1.1.5889.23311.35679.57314	1	1	5889	23311	35679	57314	0.051096	NZ_CP093025.1	reference
OW969669.1	repPae_small	59.7	10592	1.1.5890.23312.35680.57315	1	1	5890	23312	35680	57315	0.062172	NZ_OP177693.1	reference
OW969671.1	IncFII	82.8	65499	1.1.3.42.150.57316	1	1	3	42	150	57316	0.00296	RefSeq_NC_021502.1	reference
OW969672.1	IncFII	100.0	4853	1.1.3.23313.35681.57317	1	1	3	23313	35681	57317	0.031649	RefSeq_NZ_CP023186.1	reference
OW969673.1	IncFII	73.1	2496	1.1.3.94.35682.57318	1	1	3	94	35682	57318	0.019116	RefSeq_NZ_CP047769.1	reference
OW969679.1	IncFII	100.0	165225	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000162	RefSeq_NZ_CP030743.1	reference
OW969680.1	IncFII	100.0	58905	1.1.3.42.150.57319	1	1	3	42	150	57319	0.004959	RefSeq_NZ_MT265678.1	reference
OW969681.1	IncX1	79.4	50985	1.1.3.42.150.57320	1	1	3	42	150	57320	0.003979	NZ_CP053728.1	reference
OW969683.1	IncFII	100.0	255644	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000789	RefSeq_NZ_CP047702.1	reference
OW969684.1	IncX1	100.0	7836	1.1.3.23314.35683.57321	1	1	3	23314	35683	57321	0.022743	RefSeq_NZ_CP070925.1	reference
OW969685.1	IncN	59.3	3991	1.1.3.23315.35684.57322	1	1	3	23315	35684	57322	0.035732	RefSeq_NZ_CP017586.1	reference
OW969697.1	IncFII	82.4	63589	1.1.3.42.150.57323	1	1	3	42	150	57323	0.00343	RefSeq_NC_021502.1	reference
OW969699.1	IncFII	82.3	63570	1.1.3.42.150.57324	1	1	3	42	150	57324	0.003529	RefSeq_NC_021502.1	reference
OW969700.1	repEF_res	41.4	4183	1.1.3.23316.35685.57325	1	1	3	23316	35685	57325	0.046451	NZ_CP089323.1	reference
OW969701.1	IncFII	20.5	2495	1.1.5891.23317.35686.57326	1	1	5891	23317	35686	57326	0.070906	RefSeq_NZ_CP090127.1	reference
OW969702.1	IncFII	86.7	2317	1.1.3.91.35687.57327	1	1	3	91	35687	57327	0.01455	RefSeq_NZ_CP047770.1	reference
OW969704.1	IncFII	100.0	192775	1.1.3.42.150.1863	1	1	3	42	150	1863	1e-06	RefSeq_NZ_CP066535.1	reference
OW969705.1	IncFII	82.1	65498	1.1.3.42.150.57328	1	1	3	42	150	57328	0.003053	RefSeq_NC_021502.1	reference
OW969706.1	IncFII	100.0	4938	1.1.3.23318.35688.57329	1	1	3	23318	35688	57329	0.032188	RefSeq_NZ_MT810370.1	reference
OW969707.1	IncFII	100.0	4096	1.1.3.23319.35689.57330	1	1	3	23319	35689	57330	0.037819	RefSeq_NZ_JAUISY010000031.1	reference
OW969708.1	IncI	39.6	2495	1.1.5892.23320.35690.57331	1	1	5892	23320	35690	57331	0.071346	RefSeq_NZ_CP090127.1	reference
OW969710.1	IncFII	100.0	192324	1.1.3.42.150.1863	1	1	3	42	150	1863	0.000664	RefSeq_NZ_CP079121.1	reference
OW969716.1	IncHI2	76.8	306668	1.1.3.42.150.1396	1	1	3	42	150	1396	0.000151	NZ_MN540571.1	reference
OW969717.1	IncFII	82.8	65499	1.1.3.42.150.57332	1	1	3	42	150	57332	0.00296	RefSeq_NC_021502.1	reference
OW969718.1	IncFII	100.0	4853	1.1.3.23321.35691.57333	1	1	3	23321	35691	57333	0.030467	RefSeq_NZ_CP028389.3	reference
OW969719.1	IncFII	72.8	2496	1.1.3.94.35692.57334	1	1	3	94	35692	57334	0.019479	RefSeq_NZ_CP047769.1	reference
