plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	source	inc_secondary	is_novel
NZ_CP023380.1	IncX4	1.0	43592	2.2.9.28.34.45	2	2	9	28	34	45	reference		False
NZ_CP022557.1	IncX4	0.5965	17243	2.2.9.38.47.76	2	2	9	38	47	76	reference	IncX1(0.40)	False
NC_004968.1	IncX4	1.0	2672	2.2.9.66.92.154	2	2	9	66	92	154	reference		False
NC_003893.1	IncX4	0.7929	2061	2.2.3.3.3.4	2	2	3	3	3	4	reference		False
NC_002675.1	IncX4	0.8026	3325	2.2.9.49.71.128	2	2	9	49	71	128	reference		False
NC_001765.1	IncX4	0.5994	5807	2.2.9.38.50.81	2	2	9	38	50	81	reference	IncX1(0.40)	False
NC_002062.1	IncX4	0.801	1883	2.2.26.89.115.177	2	2	26	89	115	177	reference		False
NZ_CP096375.1	Unknown	0.3942	152308	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138337.1	Unknown	0.3986	15226	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096376.1	Unknown	0.3853	2669	NA	NA	NA	NA	NA	NA	NA	reference		True
CP139246.1	Unknown	0.3957	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138795.1	Unknown	0.3549	274404	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138715.1	Unknown	0.2233	239860	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138851.1	Unknown	0.3775	3181	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138848.1	Unknown	0.37	84286	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138784.1	Unknown	0.3549	274404	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138720.1	Unknown	0.3917	61008	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138807.1	Unknown	0.3319	342096	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138692.1	Unknown	0.3252	340160	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138760.1	Unknown	0.3987	4991	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138768.1	Unknown	0.2198	248205	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136861.1	Unknown	0.3964	2006	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136857.1	Unknown	0.3855	114362	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821045.1	Unknown	0.3951	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821028.1	Unknown	0.3956	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821039.1	Unknown	0.3957	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821048.1	Unknown	0.3956	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821043.1	Unknown	0.3955	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821049.1	Unknown	0.3943	56512	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821044.1	Unknown	0.3957	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ821029.1	Unknown	0.3957	43621	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137169.1	Unknown	0.3855	3665	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137190.1	Unknown	0.2027	3428	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138485.1	Unknown	0.3835	40211	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096336.1	Unknown	0.2201	378875	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096322.1	Unknown	0.3995	2683	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096365.1	Unknown	0.2149	385271	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096363.1	Unknown	0.2149	385271	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP096333.1	Unknown	0.2201	378876	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP138308.1	Unknown	0.3679	210622	NA	NA	NA	NA	NA	NA	NA	reference		True
CP137936.1	Unknown	0.3943	365120	NA	NA	NA	NA	NA	NA	NA	reference		True
CP137916.1	Unknown	0.396	6964	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP071069.1	Unknown	0.3144	188750	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137739.1	Unknown	0.3663	187535	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133905.1	Unknown	0.3991	6743	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137708.1	Unknown	0.3987	4404	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY757138.1	Unknown	0.3993	3918	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY757125.1	Unknown	0.3647	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY757123.1	Unknown	0.3689	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY757104.1	Unknown	0.3955	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137418.1	Unknown	0.3826	334323	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137382.1	Unknown	0.2359	332962	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137435.1	Unknown	0.3824	325816	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137372.1	Unknown	0.3902	352773	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137492.1	Unknown	0.227	8420	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137502.1	Unknown	0.2277	8390	NA	NA	NA	NA	NA	NA	NA	reference		True
AP027491.1	Unknown	0.397	3692	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137126.1	Unknown	0.3999	5186	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP137119.1	Unknown	0.3663	212124	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754381.1	Unknown	0.3694	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754460.1	Unknown	0.3966	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754356.1	Unknown	0.202	1546	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754408.1	Unknown	0.3957	146441	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754402.1	Unknown	0.3688	5872	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754412.1	Unknown	0.3692	5872	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754423.1	Unknown	0.3956	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OY754447.1	Unknown	0.3952	5873	NA	NA	NA	NA	NA	NA	NA	reference		True
OY754449.1	Unknown	0.3649	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
OY754440.1	Unknown	0.3695	5632	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136672.1	Unknown	0.3339	52293	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136706.1	Unknown	0.3954	25828	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136696.1	Unknown	0.3995	8550	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OR492670.1	Unknown	0.3679	385430	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP136599.1	Unknown	0.3776	429722	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP127924.1	Unknown	0.385	5774	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133883.1	Unknown	0.3939	297608	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP120537.1	Unknown	0.3471	74173	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP120532.1	Unknown	0.3547	173100	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP120546.1	Unknown	0.3985	260228	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP120529.1	Unknown	0.3502	73517	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135672.1	Unknown	0.3824	151518	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135705.1	Unknown	0.3995	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135714.1	Unknown	0.3972	96367	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135662.1	Unknown	0.3972	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135463.1	Unknown	0.2019	1538	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135273.1	Unknown	0.3998	83155	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135228.1	Unknown	0.4	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135145.1	Unknown	0.399	104648	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP135120.1	Unknown	0.399	2511	NA	NA	NA	NA	NA	NA	NA	reference		True
OX345618.1	Unknown	0.3881	6252	NA	NA	NA	NA	NA	NA	NA	reference		True
OX345605.1	Unknown	0.3906	21530	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP134785.1	Unknown	0.3825	126955	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126818.1	Unknown	0.3966	2495	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126881.1	Unknown	0.3965	2495	NA	NA	NA	NA	NA	NA	NA	reference		True
CP134927.1	Unknown	0.3669	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
OY726065.1	Unknown	0.3982	950	NA	NA	NA	NA	NA	NA	NA	reference		True
OY726040.1	Unknown	0.3989	7270	NA	NA	NA	NA	NA	NA	NA	reference		True
OY726014.1	Unknown	0.3977	38456	NA	NA	NA	NA	NA	NA	NA	reference		True
OY725984.1	Unknown	0.3838	106882	NA	NA	NA	NA	NA	NA	NA	reference		True
OY725875.1	Unknown	0.3803	504	NA	NA	NA	NA	NA	NA	NA	reference		True
OY725872.1	Unknown	0.3782	557	NA	NA	NA	NA	NA	NA	NA	reference		True
OY725865.1	Unknown	0.3552	1170	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP134607.1	Unknown	0.3974	53160	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP134606.1	Unknown	0.3999	325215	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP134663.1	Unknown	0.3926	4902913	NA	NA	NA	NA	NA	NA	NA	reference		True
CP134701.1	Unknown	0.3975	119561	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP090907.1	Unknown	0.3951	8427	NA	NA	NA	NA	NA	NA	NA	reference		True
CP100047.1	Unknown	0.3774	9532	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP118410.1	Unknown	0.391	42093	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133740.1	Unknown	0.3591	3478	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126853.1	Unknown	0.3883	97002	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126859.1	Unknown	0.3957	2494	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP011075.1	Unknown	0.3826	733520	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP130161.1	Unknown	0.3765	5574	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP115380.1	Unknown	0.3982	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133469.1	Unknown	0.3997	3815	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133349.1	Unknown	0.3999	5149	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133299.1	Unknown	0.3776	54114	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP064911.1	Unknown	0.3906	6079	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP065115.1	Unknown	0.3945	6115	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP065104.1	Unknown	0.389	42680	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP065088.1	Unknown	0.3635	187198	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP065085.1	Unknown	0.3976	159165	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP059337.1	Unknown	0.3751	5219	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP118750.1	Unknown	0.216	6493	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133163.1	Unknown	0.3645	207111	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP133081.1	Unknown	0.3961	22344	NA	NA	NA	NA	NA	NA	NA	reference		True
CP115334.1	Unknown	0.36	145549	NA	NA	NA	NA	NA	NA	NA	reference		True
CP115328.1	Unknown	0.3953	93950	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP114999.1	Unknown	0.3975	2496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP114996.1	Unknown	0.2036	2496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126810.1	Unknown	0.3962	2495	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP115008.1	Unknown	0.3986	2511	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126814.1	Unknown	0.3962	2495	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126875.1	Unknown	0.3964	2495	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132661.1	Unknown	0.2438	305455	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132737.1	Unknown	0.211	355922	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132710.1	Unknown	0.3715	322633	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132674.1	Unknown	0.2201	330595	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126806.1	Unknown	0.3975	2496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132322.1	Unknown	0.3986	198157	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP042258.1	Unknown	0.3516	48496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132193.1	Unknown	0.3899	23363	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ230387.1	Unknown	0.3465	104958	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP132008.1	Unknown	0.3891	106245	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OR041626.1	Unknown	0.3461	144239	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP107168.1	Unknown	0.398	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP107161.1	Unknown	0.3749	1454	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP107124.1	Unknown	0.3982	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP107133.1	Unknown	0.2023	1546	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP130678.1	Unknown	0.3978	4991	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP130611.1	Unknown	0.244	193527	NA	NA	NA	NA	NA	NA	NA	reference		True
AP028542.1	Unknown	0.3966	2494	NA	NA	NA	NA	NA	NA	NA	reference		True
AP028509.1	Unknown	0.3994	39642	NA	NA	NA	NA	NA	NA	NA	reference		True
AP028484.1	Unknown	0.3988	2511	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_MZ152086.1	Unknown	0.3887	92798	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP082106.1	Unknown	0.2025	1535	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP082050.1	Unknown	0.398	13179	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP082072.1	Unknown	0.3967	1467	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP082058.1	Unknown	0.3763	92494	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP117191.1	Unknown	0.3984	49855	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP130069.1	Unknown	0.2018	1538	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP073094.1	Unknown	0.2102	9719	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129808.1	Unknown	0.3686	5630	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129804.1	Unknown	0.3021	280987	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129857.1	Unknown	0.3926	338219	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129864.1	Unknown	0.3998	15212	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129550.1	Unknown	0.3975	1973	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129699.1	Unknown	0.3826	265129	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129281.1	Unknown	0.2092	132619	NA	NA	NA	NA	NA	NA	NA	reference		True
CP098531.1	Unknown	0.3979	4213	NA	NA	NA	NA	NA	NA	NA	reference		True
CP098530.1	Unknown	0.3991	4719	NA	NA	NA	NA	NA	NA	NA	reference		True
CP098529.1	Unknown	0.3957	98093	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OP927727.1	Unknown	0.3558	226067	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OP927715.1	Unknown	0.3704	103645	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP047049.1	Unknown	0.3829	20681	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP129023.1	Unknown	0.3376	110982	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128884.1	Unknown	0.3686	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122388.1	Unknown	0.3986	1138	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122384.1	Unknown	0.385	48683	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128984.1	Unknown	0.3612	6062	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128983.1	Unknown	0.3667	6267	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128972.1	Unknown	0.3903	97409	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128962.1	Unknown	0.3983	4073	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128959.1	Unknown	0.3994	93433	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128611.1	Unknown	0.3382	101686	NA	NA	NA	NA	NA	NA	NA	reference		True
CP128728.1	Unknown	0.3977	43500	NA	NA	NA	NA	NA	NA	NA	reference		True
CP128691.1	Unknown	0.3684	297211	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP106888.1	Unknown	0.3658	89653	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OX458337.1	Unknown	0.3665	80904	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128259.1	Unknown	0.3981	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP095561.1	Unknown	0.3888	4991	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP025757.1	Unknown	0.3969	6965	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP128192.1	Unknown	0.352	254123	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP027216.1	Unknown	0.2021	1546	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP027213.1	Unknown	0.3963	160700	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP025743.1	Unknown	0.3408	123362	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP025742.1	Unknown	0.3962	224339	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP025549.1	Unknown	0.3984	7278	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP028046.1	Unknown	0.3974	2496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP028151.1	Unknown	0.3987	12283	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP028054.1	Unknown	0.2038	2496	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP028064.1	Unknown	0.3728	13198	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP127299.1	Unknown	0.3749	102041	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP127313.1	Unknown	0.3612	11304	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP110146.1	Unknown	0.2543	273252	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP110158.1	Unknown	0.3996	3478	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OX638702.1	Unknown	0.3715	290802	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP127050.1	Unknown	0.3938	10027	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP127049.1	Unknown	0.3666	47967	NA	NA	NA	NA	NA	NA	NA	reference		True
CP123645.1	Unknown	0.3692	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
CP123666.1	Unknown	0.3841	153776	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP109734.1	Unknown	0.3743	203863	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP104612.1	Unknown	0.3985	2817	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP109747.1	Unknown	0.3921	49508	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP104619.1	Unknown	0.3804	133317	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126587.1	Unknown	0.3982	11528	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP109741.1	Unknown	0.3911	53976	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP109696.1	Unknown	0.392	49518	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126346.1	Unknown	0.3944	122915	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP126497.1	Unknown	0.3989	65049	NA	NA	NA	NA	NA	NA	NA	reference		True
CP109718.1	Unknown	0.3918	49511	NA	NA	NA	NA	NA	NA	NA	reference		True
CP109750.1	Unknown	0.3915	49515	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP123263.1	Unknown	0.3977	94872	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP123261.1	Unknown	0.3665	143631	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP119052.1	Unknown	0.3711	86384	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122327.1	Unknown	0.3984	156057	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OX460964.1	Unknown	0.3987	110923	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP123582.1	Unknown	0.3982	46328	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP093463.1	Unknown	0.3959	5988	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP125859.1	Unknown	0.3888	86121	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124428.1	Unknown	0.3996	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124447.1	Unknown	0.3996	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124466.1	Unknown	0.3995	4072	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124486.1	Unknown	0.3653	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP125631.1	Unknown	0.3595	15889	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124441.1	Unknown	0.3996	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP123268.1	Unknown	0.3594	142926	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP125357.1	Unknown	0.2017	1546	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP125344.1	Unknown	0.3952	217869	NA	NA	NA	NA	NA	NA	NA	reference		True
AP028111.1	Unknown	0.3998	6512	NA	NA	NA	NA	NA	NA	NA	reference		True
AP028107.1	Unknown	0.3998	6512	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122602.1	Unknown	0.3882	109229	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122730.1	Unknown	0.3863	5128	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP110122.1	Unknown	0.3995	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP110119.1	Unknown	0.378	72901	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122869.1	Unknown	0.3631	6968	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122682.1	Unknown	0.3856	5128	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122635.1	Unknown	0.3856	5128	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP122824.1	Unknown	0.3857	5128	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124844.1	Unknown	0.3938	7725	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124843.1	Unknown	0.3716	90417	NA	NA	NA	NA	NA	NA	NA	reference		True
CP125067.1	Unknown	0.3681	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
CP125065.1	Unknown	0.3781	97447	NA	NA	NA	NA	NA	NA	NA	reference		True
CP125022.1	Unknown	0.3793	95063	NA	NA	NA	NA	NA	NA	NA	reference		True
CP125056.1	Unknown	0.3645	5631	NA	NA	NA	NA	NA	NA	NA	reference		True
CP125047.1	Unknown	0.3959	5874	NA	NA	NA	NA	NA	NA	NA	reference		True
CP124973.1	Unknown	0.3982	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
CP124981.1	Unknown	0.3696	5874	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122734.1	Unknown	0.3843	5130	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122778.1	Unknown	0.2498	5650	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122794.1	Unknown	0.2498	5650	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122811.1	Unknown	0.389	88605	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122840.1	Unknown	0.3911	5162	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122894.1	Unknown	0.2578	5651	NA	NA	NA	NA	NA	NA	NA	reference		True
CP122887.1	Unknown	0.3959	4599	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124379.1	Unknown	0.3654	5630	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124391.1	Unknown	0.3996	1549	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124371.1	Unknown	0.3979	4082	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP124751.1	Unknown	0.3992	83787	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OX419520.1	Unknown	0.3936	112066	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP026681.1	Unknown	0.3954	3428	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP027169.1	Unknown	0.3932	6715	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP027200.1	Unknown	0.3932	6715	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_AP027174.1	Unknown	0.3932	6715	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ683450.1	Unknown	0.3852	120826	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP121812.1	Unknown	0.3883	8039	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP121829.1	Unknown	0.2077	8696	NA	NA	NA	NA	NA	NA	NA	reference		True
CP082423.2	Unknown	0.3102	326166	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_CP123964.1	Unknown	0.3952	133547	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OP831909.1	Unknown	0.3972	2754	NA	NA	NA	NA	NA	NA	NA	reference		True
NZ_OQ420468.1	Unknown	0.3989	93348	NA	NA	NA	NA	NA	NA	NA	reference		True
