source_file	inc_group	organism_category	is_family	is1_pos	is2_pos	region_size	same_orientation	cargo_genes	n_cargo
RefSeq_NZ_LR130556.1	IncFII	Gram-negative	IS1	34001-34762	77531-78298	42769	True	blaTEM-1,aph(6)-Id,aph(3'')-Ib,mph(A),mrx(A),sul1,aadA5,dfrA17	8
RefSeq_NZ_LR213457.1	IncFII	Gram-negative	IS1	2104-2871	17353-18120	14482	True	erm(B),mph(A),mrx(A),blaTEM-1	4
RefSeq_NZ_LR595692.1	IncFII	Gram-negative	IS26	2344-3164	8718-9537	5554	True	aac(3)-IId	1
RefSeq_NZ_LR595692.1	IncFII	Gram-negative	IS26	78510-79329	83160-83991	3831	True	blaCTX-M-15	1
RefSeq_NZ_LR595874.1	IncFII	Gram-negative	IS26	4797-5617	9890-10710	4273	True	erm(B)	1
RefSeq_NZ_LR595874.1	IncFII	Gram-negative	IS26	9890-10710	13310-14129	2600	True	aac(3)-IIe	1
RefSeq_NZ_LR595879.1	IncFII	Gram-negative	IS26	6010-6830	16597-17417	9767	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
RefSeq_NZ_LR595879.1	IncFII	Gram-negative	IS26	16597-17417	22797-23631	5380	True	tet(A),aph(6)-Id,aph(3'')-Ib	3
RefSeq_NZ_LR595879.1	IncFII	Gram-negative	IS26	22797-23631	29537-30356	5906	True	blaCTX-M-15	1
RefSeq_NZ_LR595879.1	IncFII	Gram-negative	IS26	29537-30356	32956-33776	2600	True	aac(3)-IIe	1
RefSeq_NZ_LR595882.1	IncFII	Gram-negative	IS26	33366-34185	44088-44908	9903	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR595882.1	IncFII	Gram-negative	IS26	44088-44908	49181-50001	4273	True	erm(B)	1
RefSeq_NZ_LR595882.1	IncFII	Gram-negative	IS26	49181-50001	52601-53420	2600	True	aac(3)-IIe	1
RefSeq_NZ_LR595884.1	IncFII	Gram-negative	IS26	1190-2010	7390-8224	5380	True	tet(A),aph(6)-Id,aph(3'')-Ib	3
RefSeq_NZ_LR595884.1	IncFII	Gram-negative	IS26	7390-8224	14130-14949	5906	True	blaCTX-M-15	1
RefSeq_NZ_LR595884.1	IncFII	Gram-negative	IS26	14130-14949	17549-18369	2600	True	aac(3)-IIe	1
RefSeq_NZ_LR595886.1	IncN	Gram-negative	IS26	23238-24059	38123-38942	14064	True	tet(A)	1
RefSeq_NZ_LR697129.1	IncFII	Gram-negative	IS26	22012-22843	26674-27493	3831	True	blaCTX-M-15	1
RefSeq_NZ_LR701156.1	IncX1	Gram-negative	IS26	33488-34307	35372-36193	1065	True	aph(3')-Ia	1
RefSeq_NZ_LR701156.1	IncX1	Gram-negative	IS26	35372-36193	49827-50646	13634	True	mph(E),msr(E),armA,sul1,aadA2	5
RefSeq_NZ_LR701156.1	IncX1	Gram-negative	IS26	64175-64994	66035-66854	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	17269-18088	35710-36529	17622	True	tet(B)	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	35710-36529	37570-38389	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	37570-38389	39430-40249	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	39430-40249	41290-42109	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	41290-42109	43150-43969	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	43150-43969	45010-45829	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	45010-45829	46870-47689	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS26	54798-55617	57432-58253	1815	True	aac(3)-IIe	1
RefSeq_NZ_LR882053.1	IncFII	Gram-negative	IS1	29178-29945	74928-75695	44983	False	tet(B),aph(3')-Ia,aph(3')-Ia,aph(3')-Ia,aph(3')-Ia,aph(3')-Ia,aph(3')-Ia,aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1,aac(3)-IIe,mph(A),mrx(A),sul1,aadA5,dfrA17	17
RefSeq_NZ_LR890191.1	IncFII	Gram-negative	IS26	144863-145655	152383-153202	6728	True	dfrA14	1
RefSeq_NZ_LR890191.1	IncFII	Gram-negative	IS26	152383-153202	166683-167502	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_LR890199.1	IncFII	Gram-negative	IS1	29178-29945	66930-67697	36985	False	tet(B),blaCTX-M-15	2
RefSeq_NZ_LR890203.1	IncFII	Gram-negative	IS26	130001-130820	144301-145120	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890203.1	IncFII	Gram-negative	IS26	144301-145120	151848-152640	6728	True	dfrA14	1
RefSeq_NZ_LR890203.1	IncFII	Gram-negative	IS26	151848-152640	166893-167713	14253	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_LR890205.1	IncFII	Gram-negative	IS26	139192-140011	154819-155638	14808	True	tet(A),qnrB1	2
RefSeq_NZ_LR890205.1	IncFII	Gram-negative	IS26	154819-155638	162366-163158	6728	True	dfrA14	1
RefSeq_NZ_LR890231.1	IncFII	Gram-negative	IS26	131041-131861	146114-146906	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890231.1	IncFII	Gram-negative	IS26	146114-146906	153634-154453	6728	True	dfrA14	1
RefSeq_NZ_LR890231.1	IncFII	Gram-negative	IS26	156640-157459	170940-171759	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890300.1	IncFII	Gram-negative	IS26	41325-42144	52110-52931	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR890300.1	IncFII	Gram-negative	IS26	52110-52931	58443-59264	5512	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_LR890300.1	IncFII	Gram-negative	IS26	62855-63677	71713-72532	8036	True	blaTEM-1,blaCTX-M-27	2
RefSeq_NZ_LR890300.1	IncFII	Gram-negative	IS26	71713-72532	76973-77792	4441	True	erm(B)	1
RefSeq_NZ_LR890327.1	IncFII	Gram-negative	IS26	1-671	18562-19381	17891	True	dfrA,tet(B)	2
RefSeq_NZ_LR890327.1	IncFII	Gram-negative	IS26	71733-72552	82468-83288	9916	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR890327.1	IncFII	Gram-negative	IS26	83796-84616	92982-93802	8366	True	aac(3)-IId	1
RefSeq_NZ_LR890327.1	IncFII	Gram-negative	IS1	1781-2548	6705-7472	4157	False	tet(B)	1
RefSeq_NZ_LR890335.1	IncFII	Gram-negative	IS26	30161-30980	40946-41767	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR890335.1	IncFII	Gram-negative	IS26	40946-41767	48424-49243	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_LR890335.1	IncFII	Gram-negative	IS1	29178-29945	79668-80435	49723	False	dfrA17,aadA5,sul1,mrx(A),mph(A),sul2,aph(3'')-Ib,aph(6)-Id,tet(A),blaCTX-M-27	10
RefSeq_NZ_LR890344.1	IncFII	Gram-negative	IS26	131044-131865	146118-146909	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890344.1	IncFII	Gram-negative	IS26	146118-146909	153633-154452	6724	True	dfrA14	1
RefSeq_NZ_LR890344.1	IncFII	Gram-negative	IS26	161758-162550	169277-170094	6727	True	dfrA14	1
RefSeq_NZ_LR890344.1	IncFII	Gram-negative	IS26	172280-173099	186581-187400	13482	True	tet(A),qnrB1	2
RefSeq_NZ_LR890355.1	IncN	Gram-negative	IS26	15363-16183	20658-21479	4475	True	blaSHV-2A	1
RefSeq_NZ_LR890355.1	IncN	Gram-negative	IS26	20658-21479	66979-67799	45500	True	aph(3'')-Ib,aph(6)-Id,dfrA17,aadA5,sul1,qnrB2,sul1,mrx(A),mph(A)	9
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS26	129816-130636	144305-145124	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS26	147311-148130	161611-162430	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS26	161611-162430	169158-169977	6728	True	dfrA14	1
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	129819-130639	144308-145127	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	147314-148133	161614-162433	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	161614-162433	169161-169953	6728	True	dfrA14	1
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	131041-131861	146114-146906	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	146114-146906	153634-154453	6728	True	dfrA14	1
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	156640-157459	170940-171759	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	131041-131861	146114-146906	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	146114-146906	153634-154453	6728	True	dfrA14	1
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	156640-157459	170940-171759	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	130938-131758	132799-133534	1041	True	aph(3')-Ia	1
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	167302-168121	171525-172344	3404	True	tet(D),blaTEM-1	2
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	181502-182321	185692-186512	3371	True	catA1	1
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS1	143221-143933	183975-184742	40042	True	tet(D),blaTEM-1,blaCTX-M-15,aac(6')-Ib-cr5,blaOXA-1,catB3	6
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS1	183975-184742	226447-227214	41705	True	catA1	1
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	129816-130636	144305-145124	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	147311-148130	161611-162430	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	161611-162430	169158-169950	6728	True	dfrA14	1
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	41325-42144	52110-52931	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	52110-52931	58443-59264	5512	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	62855-63677	71713-72532	8036	True	blaTEM-1,blaCTX-M-27	2
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	71713-72532	76973-77792	4441	True	erm(B)	1
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	131041-131861	146114-146906	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	146114-146906	153634-154453	6728	True	dfrA14	1
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	156640-157459	170940-171759	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	62243-63010	67066-67833	4056	False	tet(B)	1
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	129816-130636	144889-145681	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	144889-145681	152409-153228	6728	True	dfrA14	1
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	40333-41100	81722-82489	40622	False	dfrA17,aadA5,sul1,mrx(A),mph(A),erm(B)	6
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS26	41316-42135	52110-52930	9975	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS1	155386-156098	184577-185342	28479	True	catA2,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	67891-68710	94132-94952	25422	True	blaCTX-M-14	1
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	98769-99589	104124-104943	4535	True	aac(3)-IId	1
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	165232-166051	167451-168274	1400	True	catA2	1
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	129819-130639	144308-145127	13669	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	147314-148133	161614-162433	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	161614-162433	169161-169953	6728	True	dfrA14	1
RefSeq_NZ_LR890723.1	IncFII	Gram-negative	IS26	136386-137205	143933-144725	6728	True	dfrA14	1
RefSeq_NZ_LR890736.1	IncFII	Gram-negative	IS26	129816-130638	143131-143950	12493	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_LR890736.1	IncFII	Gram-negative	IS26	146137-146956	160437-161256	13481	True	tet(A),qnrB1	2
RefSeq_NZ_LR890736.1	IncFII	Gram-negative	IS26	160437-161256	167984-168776	6728	True	dfrA14	1
RefSeq_NZ_LR999863.1	IncN	Gram-negative	IS26	4218-5037	7470-8289	2433	True	aadA2	1
RefSeq_NZ_LR999863.1	IncN	Gram-negative	IS26	7470-8289	40658-41477	32369	True	qnrS1,blaCTX-M-1	2
RefSeq_NZ_LS992176.1	IncFII	Gram-negative	IS26	136387-137207	149210-150029	12003	True	aac(3)-IId,blaTEM-1	2
RefSeq_NZ_LS999207.1	IncFII	Gram-negative	IS26	55626-56446	57700-58519	1254	True	aph(3')-Ia	1
RefSeq_NZ_LT009688.1	IncFII	Gram-negative	IS26	163860-164679	165720-166484	1041	True	aph(3')-Ia	1
RefSeq_NZ_LT216439.1	IncFII	Gram-negative	IS26	134712-135447	136488-137308	1041	True	aph(3')-Ia	1
RefSeq_NZ_LT221037.1	IncN	Gram-negative	IS26	29543-30362	31762-32581	1400	True	catA2	1
RefSeq_NZ_LT221037.1	IncN	Gram-negative	IS26	31762-32581	36095-36914	3514	True	tet(D)	1
RefSeq_NZ_LT221038.1	IncN	Gram-negative	IS26	54130-54950	58477-59296	3527	True	tet(D)	1
RefSeq_NZ_LT599827.1	IncN	Gram-negative	IS26	26255-27074	46423-47244	19349	True	aph(6)-Id,aph(3'')-Ib,dfrA19,sul1,qnrB2	5
RefSeq_NZ_LT795508.1	IncN	Gram-negative	IS26	339-1160	4850-5667	3690	True	mph(A),mrx(A),blaCTX-M-1	3
RefSeq_NZ_LT985223.1	IncN	Gram-negative	IS26	10665-11484	13947-14766	2463	True	blaSHV-5	1
RefSeq_NZ_LT985229.1	IncFII	Gram-negative	IS26	28299-29119	32646-33465	3527	True	tet(D)	1
RefSeq_NZ_LT985229.1	IncFII	Gram-negative	IS26	32646-33465	41463-42282	7998	True	blaSHV-4	1
RefSeq_NZ_LT985242.1	IncN	Gram-negative	IS26	33700-34519	38209-39030	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
RefSeq_NZ_LT985245.1	IncN	Gram-negative	IS26	31563-32382	36072-36893	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
RefSeq_NZ_LT985250.1	IncN	Gram-negative	IS26	6348-7167	8208-9027	1041	True	aph(3')-Ia	1
RefSeq_NZ_LT985250.1	IncN	Gram-negative	IS26	146550-147371	150078-150897	2707	True	mph(E),msr(E)	2
RefSeq_NZ_LT985250.1	IncN	Gram-negative	IS26	150078-150897	163800-164619	12903	True	ant(2'')-Ia,sul1	2
RefSeq_NZ_LT985250.1	IncN	Gram-negative	IS26	163800-164619	168908-169733	4289	True	blaSHV-12	1
RefSeq_NZ_LT985250.1	IncN	Gram-negative	IS26	168908-169733	172440-173266	2707	True	mph(E),msr(E)	2
RefSeq_NZ_LT985251.1	IncN	Gram-negative	IS26	31619-32440	36130-36951	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
RefSeq_NZ_LT985259.1	IncN	Gram-negative	IS26	31625-32444	36134-36955	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
RefSeq_NZ_LT985271.1	IncFII	Gram-negative	IS26	104267-105086	107686-108506	2600	True	aac(3)-IIe	1
RefSeq_NZ_LT985275.1	IncFII	Gram-negative	IS26	1-820	8818-9637	7998	True	blaSHV-1	1
RefSeq_NZ_LT985275.1	IncFII	Gram-negative	IS26	8818-9637	13164-13983	3527	True	tet(D)	1
RefSeq_NZ_LT985315.1	IncX1	Gram-negative	ISAba1	3714-4861	13343-14488	8482	False	sul2	1
RefSeq_NZ_LT994840.1	IncFII	Gram-negative	IS1	155271-155983	202467-203234	46484	False	aac(6')-Ib-cr5,blaOXA-1,catB3,tet(A),blaCTX-M-15,dfrA12,aadA2,sul1,mrx(A),mph(A)	10
RefSeq_NZ_LT994840.1	IncFII	Gram-negative	IS26	168592-169411	175924-176743	6513	True	tet(A)	1
RefSeq_NZ_LT994840.1	IncFII	Gram-negative	IS26	175924-176743	181921-182749	5178	True	blaCTX-M-15	1
RefSeq_NZ_LT994840.1	IncFII	Gram-negative	IS26	181921-182749	193507-194327	10758	True	dfrA12,aadA2,sul1,mrx(A),mph(A)	5
RefSeq_NZ_LXEL01000011.1	IncX1	Gram-negative	IS26	30048-30868	35160-35979	4292	True	floR	1
RefSeq_NZ_LXEL01000011.1	IncX1	Gram-negative	IS26	35160-35979	44380-45122	8401	True	tet(M),blaTEM-171	2
RefSeq_NZ_MF072962.1	IncN	Gram-negative	IS26	2525-3344	25815-26635	22471	True	blaIMP-4	1
RefSeq_NZ_MF156696.1	IncFII	Gram-negative	IS26	117009-117626	122206-122827	4580	True	aac(3)-IId	1
RefSeq_NZ_MF156696.1	IncFII	Gram-negative	IS26	122206-122827	128335-128953	5508	True	blaSHV-11	1
RefSeq_NZ_MF156697.1	IncFII	Gram-negative	IS26	6912-7731	17634-18454	9903	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_MF156697.1	IncFII	Gram-negative	IS26	17634-18454	22727-23547	4273	True	erm(B)	1
RefSeq_NZ_MF156697.1	IncFII	Gram-negative	IS26	22727-23547	26147-26966	2600	True	aac(3)-IIe	1
RefSeq_NZ_MF156708.1	IncFII	Gram-negative	IS26	14386-15206	39952-40771	24746	True	blaKPC-2	1
RefSeq_NZ_MF156713.1	IncFII	Gram-negative	IS26	81519-82342	92012-92831	9670	True	dfrA12,aadA2,sul1,ble,blaNDM-5	5
RefSeq_NZ_MF156713.1	IncFII	Gram-negative	IS26	92012-92831	99159-99982	6328	True	rmtB1,blaTEM-1	2
RefSeq_NZ_MF156715.1	IncFII	Gram-negative	IS26	14518-15338	19465-20285	4127	True	mrx(A),mph(A)	2
RefSeq_NZ_MF156715.1	IncFII	Gram-negative	IS26	19465-20285	25839-26658	5554	True	aac(3)-IId	1
RefSeq_NZ_MF156715.1	IncFII	Gram-negative	IS26	41116-41947	45778-46597	3831	True	blaCTX-M-15	1
RefSeq_NZ_MF344557.1	IncN	Gram-negative	IS26	26440-27260	53714-54533	26454	True	fosA5,blaIMP-4	2
RefSeq_NZ_MF344557.1	IncN	Gram-negative	IS10	40856-42184	43501-44829	1317	False	fosA5	1
RefSeq_NZ_MF344559.1	IncN	Gram-negative	IS26	25612-26432	39619-40438	13187	True	blaIMP-4	1
RefSeq_NZ_MF437312.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_MF437312.1	IncFII	Gram-negative	IS26	11041-11860	13136-13955	1276	True	fosA3	1
RefSeq_NZ_MF437312.1	IncFII	Gram-negative	IS26	73977-74796	79326-80145	4530	True	blaKPC-2	1
RefSeq_NZ_MF437312.1	IncFII	Gram-negative	IS26	163049-163871	165260-166083	1389	True	catA2	1
RefSeq_NZ_MF474175.1	IncN	Gram-negative	IS26	10220-11041	13537-14357	2496	True	fosA3	1
RefSeq_NZ_MF474175.1	IncN	Gram-negative	IS26	13537-14357	45645-46464	31288	True	blaCTX-M-65	1
RefSeq_NZ_MF474175.1	IncN	Gram-negative	IS26	61608-62427	67634-68453	5207	True	oqxB,oqxA	2
RefSeq_NZ_MF474175.1	IncN	Gram-negative	IS26	69975-70794	73805-74625	3011	True	sul1	1
RefSeq_NZ_MF535908.1	IncN	Gram-negative	IS26	2800-3621	6117-6936	2496	True	fosA3	1
RefSeq_NZ_MF535908.1	IncN	Gram-negative	IS26	36141-36747	66236-67008	29489	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A),floR	5
RefSeq_NZ_MF589339.1	IncX1	Gram-negative	IS26	66405-67226	69722-70543	2496	True	fosA3	1
RefSeq_NZ_MF589339.1	IncX1	Gram-negative	IS26	98852-99671	104878-105697	5207	True	oqxB,oqxA	2
RefSeq_NZ_MF788069.1	IncFII	Gram-negative	IS26	23069-23888	26780-27600	2892	True	aadA2,sul1	2
RefSeq_NZ_MF918373.1	IncFII	Gram-negative	IS1	8509-9276	56071-56783	46795	True	aph(3')-Ia,aac(3)-IIe,sul1,aadA1,dfrA1	5
RefSeq_NZ_MF918373.1	IncFII	Gram-negative	IS26	34040-34859	35900-36719	1041	True	aph(3')-Ia	1
RefSeq_NZ_MF918373.1	IncFII	Gram-negative	IS26	35900-36719	41732-42551	5013	True	aac(3)-IIe	1
RefSeq_NZ_MF918373.1	IncFII	Gram-negative	IS26	41732-42551	47608-48430	5057	True	sul1,aadA1,dfrA1	3
RefSeq_NZ_MF953243.1	IncN	Gram-negative	IS26	31806-32625	36315-37136	3690	True	blaCTX-M-1,mrx(A),mph(A)	3
RefSeq_NZ_MG014721.1	IncN	Gram-negative	IS26	84165-84987	89591-90410	4604	True	arr-3,catB3,blaOXA,aac(6')-Ib-cr5	4
RefSeq_NZ_MG014721.1	IncN	Gram-negative	IS26	89591-90410	93010-93831	2600	True	aac(3)-IIe	1
RefSeq_NZ_MG014721.1	IncN	Gram-negative	IS26	105106-105925	107876-108695	1951	True	qnrS2	1
RefSeq_NZ_MG197488.1	IncN	Gram-negative	IS26	40422-41245	44086-44905	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197490.1	IncN	Gram-negative	IS26	40422-41245	44086-44905	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197491.1	IncX1	Gram-negative	IS26	39324-40143	45337-46158	5194	True	oqxB,oqxA2	2
RefSeq_NZ_MG197491.1	IncX1	Gram-negative	IS26	45337-46158	48654-49473	2496	True	fosA3	1
RefSeq_NZ_MG197493.1	IncN	Gram-negative	IS26	30137-30958	33454-34273	2496	True	fosA3	1
RefSeq_NZ_MG197494.1	IncN	Gram-negative	IS26	32528-33349	35845-36664	2496	True	fosA3	1
RefSeq_NZ_MG197495.1	IncX1	Gram-negative	IS26	67228-68047	73241-74066	5194	True	oqxB,oqxA2	2
RefSeq_NZ_MG197495.1	IncX1	Gram-negative	IS26	78295-79115	81956-82777	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197495.1	IncX1	Gram-negative	IS26	81956-82777	85273-86092	2496	True	fosA3	1
RefSeq_NZ_MG197498.1	IncX1	Gram-negative	IS26	64319-65138	70332-71157	5194	True	oqxB,oqxA2	2
RefSeq_NZ_MG197498.1	IncX1	Gram-negative	IS26	75393-76213	79054-79875	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197498.1	IncX1	Gram-negative	IS26	79054-79875	82371-83190	2496	True	fosA3	1
RefSeq_NZ_MG197502.1	IncX1	Gram-negative	IS26	67228-68047	73241-74066	5194	True	oqxB,oqxA2	2
RefSeq_NZ_MG197502.1	IncX1	Gram-negative	IS26	78295-79115	81956-82777	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197502.1	IncX1	Gram-negative	IS26	81956-82777	85273-86092	2496	True	fosA3	1
RefSeq_NZ_MG197503.1	IncX1	Gram-negative	IS26	67228-68047	73241-74066	5194	True	oqxB,oqxA2	2
RefSeq_NZ_MG197503.1	IncX1	Gram-negative	IS26	78295-79115	81956-82777	2841	True	blaTEM-1,rmtB1	2
RefSeq_NZ_MG197503.1	IncX1	Gram-negative	IS26	81956-82777	85273-86092	2496	True	fosA3	1
RefSeq_NZ_MG252036.1	IncN	Gram-negative	IS1	3065-3832	40437-41204	36605	False	fosA4,aph(3')-Ia	2
RefSeq_NZ_MG252036.1	IncN	Gram-negative	IS26	26653-27472	29286-30105	1814	True	fosA4	1
RefSeq_NZ_MG252036.1	IncN	Gram-negative	IS26	33776-34595	35636-36455	1041	True	aph(3')-Ia	1
RefSeq_NZ_MG288676.1	IncFII	Gram-negative	IS26	146998-147817	148858-149678	1041	True	aph(3')-Ia	1
RefSeq_NZ_MG288676.1	IncFII	Gram-negative	IS26	159593-160412	161812-162631	1400	True	catA2	1
RefSeq_NZ_MG288677.1	IncX1	Gram-negative	IS26	2341-3160	5941-6760	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_MG288677.1	IncX1	Gram-negative	IS26	40858-41679	44175-44994	2496	True	fosA3	1
RefSeq_NZ_MG385063.1	IncN	Gram-negative	IS26	74630-75449	76490-77310	1041	True	aph(3')-Ia	1
RefSeq_NZ_MG385063.1	IncN	Gram-negative	IS26	76490-77310	103492-104312	26182	True	sul3,aadA1,cmlA1,aadA2,estX-3,sul2,aph(4)-Ia,aac(3)-IVa	8
RefSeq_NZ_MG385063.1	IncN	Gram-negative	IS26	138448-139267	144474-145293	5207	True	oqxB,oqxA	2
RefSeq_NZ_MG385063.1	IncN	Gram-negative	IS26	274048-274760	277640-278460	2880	True	fosA3,blaCTX-M-14	2
RefSeq_NZ_MG385063.1	IncN	Gram-negative	IS1	123417-124184	162546-163314	38362	True	tet(M),mrx(A),mph(A),aac(3)-IId,oqxB,oqxA,bleO	7
RefSeq_NZ_MG462728.1	IncFII	Gram-negative	IS26	69837-70629	77357-78176	6728	True	dfrA14	1
RefSeq_NZ_MG462728.1	IncFII	Gram-negative	IS26	80363-81182	94851-95671	13669	True	blaCTX-M-15,blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_MG462728.1	IncFII	Gram-negative	IS26	94851-95671	125301-126120	29630	True	tet(A),ble,blaNDM-1,aph(3')-VI,qnrB1	5
RefSeq_NZ_MG656414.1	IncN	Gram-negative	IS26	75677-76496	77537-78357	1041	True	aph(3')-Ia	1
RefSeq_NZ_MG656414.1	IncN	Gram-negative	IS26	77537-78357	108801-109620	30444	True	sul3,aadA1,cmlA1,aadA2,estX,floR,sul2,aph(4)-Ia,aac(3)-IVa	9
