source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	strand	evalue	bitscore	plasmid_length
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	93335	94154	+	0.0	1480.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	1591	2410	-	0.0	1480.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	38529	39348	+	0.0	1475.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	44641	45460	+	0.0	1475.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	87223	88042	+	0.0	1475.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	81813	82632	+	0.0	1466.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	50286	51103	-	0.0	1463.0	97389
RefSeq_NZ_CP058717.1	IncX1	Gram-negative	IS26	99.512	820	859	0.955	33120	33938	+	0.0	1458.0	97389
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	16702	17522	+	0.0	1481.0	48680
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	32411	33230	-	0.0	1480.0	48680
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	21925	22744	+	0.0	1480.0	48680
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	38523	39342	-	0.0	1475.0	48680
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	43933	44752	-	0.0	1466.0	48680
RefSeq_NZ_CP058718.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	26769	27586	+	0.0	1463.0	48680
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	36407	37227	+	0.0	1481.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	50363	51183	+	0.0	1481.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	20555	21375	-	0.0	1481.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	46113	46932	-	0.0	1480.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	41275	42094	-	0.0	1480.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	55586	56405	+	0.0	1480.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	3978	4797	-	0.0	1480.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	1883	2702	-	0.0	1480.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	26668	27487	-	0.0	1475.0	90772
RefSeq_NZ_CP058721.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	32078	32897	-	0.0	1466.0	90772
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	50352	51172	-	0.0	1481.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	89017	89836	-	0.0	1480.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	34641	35460	+	0.0	1480.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	45130	45949	-	0.0	1480.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	40286	41105	-	0.0	1480.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.878	821	859	0.956	1656	2476	-	0.0	1477.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	28529	29348	+	0.0	1475.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	83337	84156	+	0.0	1475.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	77225	78044	+	0.0	1471.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	23119	23938	+	0.0	1466.0	91934
RefSeq_NZ_CP058727.1	IncX1	Gram-negative	IS26	99.512	820	859	0.955	71815	72634	+	0.0	1462.0	91934
RefSeq_NZ_CP058789.1	IncX1	Gram-negative	IS26	99.879	825	859	0.96	15862	16686	+	0.0	1484.0	45031
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	99.757	824	859	0.959	2758	3581	+	0.0	1478.0	53820
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	99.276	829	859	0.965	5525	6353	-	0.0	1469.0	53820
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	13382	14202	-	0.0	1468.0	53820
RefSeq_NZ_CP058797.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	8270	9090	-	0.0	1468.0	53820
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	99.757	824	859	0.959	11467	12290	-	0.0	1478.0	46569
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	20812	21631	-	0.0	1475.0	46569
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	99.635	822	859	0.957	18172	18993	-	0.0	1470.0	46569
RefSeq_NZ_CP058827.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	8704	9523	+	0.0	1466.0	46569
RefSeq_NZ_CP058830.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	3942	4761	-	0.0	1480.0	24419
RefSeq_NZ_CP058830.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	19695	20514	+	0.0	1480.0	24419
RefSeq_NZ_CP058830.1	IncX1	Gram-negative	IS1	99.74	768	768	1.0	8886	9653	-	0.0	1377.0	24419
RefSeq_NZ_CP058830.1	IncX1	Gram-negative	IS1	98.958	768	768	1.0	10578	11345	-	0.0	1350.0	24419
RefSeq_NZ_CP058842.1	IncX1	Gram-negative	IS1	98.698	768	768	1.0	1215	1981	+	0.0	1337.0	39202
RefSeq_NZ_CP058842.1	IncX1	Gram-negative	IS1	98.568	768	768	1.0	32659	33426	-	0.0	1336.0	39202
RefSeq_NZ_CP058855.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	18975	19794	+	0.0	1480.0	39362
RefSeq_NZ_CP058855.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	28193	29013	+	0.0	1468.0	39362
RefSeq_NZ_CP058855.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	21466	22285	-	0.0	1466.0	39362
RefSeq_NZ_CP059292.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	8426	9245	+	0.0	1480.0	32980
RefSeq_NZ_CP059292.1	IncX1	Gram-negative	IS26	99.635	823	859	0.958	12656	13478	-	0.0	1471.0	32980
RefSeq_NZ_CP059292.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	22648	23467	+	0.0	1466.0	32980
RefSeq_NZ_CP059292.1	IncX1	Gram-negative	IS1	99.089	768	768	1.0	24214	24981	+	0.0	1354.0	32980
RefSeq_NZ_CP059850.1	IncX1	Gram-negative	IS26	100.0	822	859	0.957	14095	14916	+	0.0	1483.0	51531
RefSeq_NZ_CP059850.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	19779	20598	+	0.0	1480.0	51531
RefSeq_NZ_CP059850.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	3115	3932	-	0.0	1463.0	51531
RefSeq_NZ_CP059850.1	IncX1	Gram-negative	IS1	99.87	768	768	1.0	11494	12261	+	0.0	1381.0	51531
RefSeq_NZ_CP059949.1	IncX1	Gram-negative	IS1	99.479	768	768	1.0	36894	37661	-	0.0	1368.0	37662
RefSeq_NZ_CP060077.1	IncX1	Gram-negative	IS1	99.74	768	768	1.0	22671	23438	+	0.0	1377.0	50572
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.879	825	859	0.96	2780	3604	-	0.0	1484.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	38887	39707	-	0.0	1481.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	145013	145832	+	0.0	1480.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.878	822	859	0.957	125236	126057	-	0.0	1479.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.757	824	859	0.959	111737	112560	+	0.0	1478.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	98.929	840	859	0.978	6431	7270	-	0.0	1475.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	21657	22476	+	0.0	1475.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	127457	128276	-	0.0	1475.0	176767
RefSeq_NZ_CP060133.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	141413	142232	+	0.0	1475.0	176767
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	99.879	825	859	0.96	2780	3604	-	0.0	1484.0	57187
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	21833	22652	+	0.0	1480.0	57187
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	25433	26252	+	0.0	1480.0	57187
RefSeq_NZ_CP060136.1	IncX1	Gram-negative	IS26	99.635	822	859	0.957	18185	19006	+	0.0	1470.0	57187
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	100.0	822	859	0.957	64973	65794	+	0.0	1483.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.879	824	859	0.959	9063	9886	+	0.0	1482.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	37488	38307	+	0.0	1480.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	62564	63383	-	0.0	1480.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	24657	25476	-	0.0	1480.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.878	822	859	0.957	68290	69111	+	0.0	1479.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.878	821	859	0.956	60356	61176	-	0.0	1477.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	7159	7978	+	0.0	1466.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	56475	57294	+	0.0	1466.0	153051
RefSeq_NZ_CP060749.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	41075	41894	-	0.0	1466.0	153051
RefSeq_NZ_CP060927.1	IncX1	Gram-negative	IS26	99.879	824	859	0.959	11289	12112	-	0.0	1482.0	24892
RefSeq_NZ_CP061750.1	IncX1	Gram-negative	IS5	99.916	1195	1195	1.0	9546	10740	+	0.0	2151.0	129153
RefSeq_NZ_CP061750.1	IncX1	Gram-negative	IS1	98.698	768	768	1.0	14870	15637	-	0.0	1341.0	129153
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	100.0	824	859	0.959	20226	21049	-	0.0	1487.0	24514
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	99.879	826	859	0.962	4849	5674	-	0.0	1482.0	24514
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	99.878	823	859	0.958	13321	14143	+	0.0	1480.0	24514
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	16911	17730	-	0.0	1480.0	24514
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	9044	9863	-	0.0	1466.0	24514
RefSeq_NZ_CP061976.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	22466	23233	-	0.0	1359.0	24514
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS30	99.836	1221	1221	1.0	16776	17995	-	0.0	2190.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	ISAba1	99.391	1149	1180	0.974	90354	91502	+	0.0	2041.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	69646	70465	-	0.0	1480.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	88876	89695	+	0.0	1480.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	43563	44382	+	0.0	1475.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	104340	105160	-	0.0	1468.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	3764	4583	+	0.0	1466.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	8692	9511	-	0.0	1466.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	102814	103633	+	0.0	1466.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	99.089	768	768	1.0	73984	74751	+	0.0	1354.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	99.089	768	768	1.0	82413	83180	+	0.0	1354.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	98.828	768	768	1.0	72292	73059	+	0.0	1345.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	20978	21746	+	0.0	1334.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	25508	26276	+	0.0	1334.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	18678	19446	-	0.0	1334.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	97.917	768	768	1.0	10241	11008	+	0.0	1314.0	109936
RefSeq_NZ_CP063333.1	IncX1	Gram-negative	IS1	89.207	593	768	0.772	34483	35075	-	0.0	782.0	109936
RefSeq_NZ_CP063344.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	4279	5046	+	0.0	1359.0	27893
RefSeq_NZ_CP063344.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	6403	7170	-	0.0	1359.0	27893
RefSeq_NZ_CP063344.1	IncX1	Gram-negative	IS1	98.974	585	768	0.762	23926	24510	+	0.0	1029.0	27893
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS30	99.836	1221	1221	1.0	43069	44289	+	0.0	2194.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	ISAba1	99.391	1149	1180	0.974	16223	17371	+	0.0	2041.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS26	100.0	823	859	0.958	12205	13027	+	0.0	1485.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	26339	27158	+	0.0	1466.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	100.0	768	768	1.0	1411	2178	-	0.0	1386.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	9519	10286	-	0.0	1359.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	39318	40086	-	0.0	1334.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	34714	35482	-	0.0	1334.0	48054
RefSeq_NZ_CP063351.1	IncX1	Gram-negative	IS1	98.57	769	768	1.001	41618	42386	+	0.0	1334.0	48054
RefSeq_NZ_CP063475.1	IncX1	Gram-negative	IS26	99.878	821	859	0.956	8296	9116	+	0.0	1477.0	47868
RefSeq_NZ_CP063509.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	36894	37713	+	0.0	1480.0	48901
RefSeq_NZ_CP063509.1	IncX1	Gram-negative	IS1	99.479	768	768	1.0	34813	35580	+	0.0	1368.0	48901
RefSeq_NZ_CP063509.1	IncX1	Gram-negative	IS1	98.698	768	768	1.0	28256	29022	-	0.0	1337.0	48901
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	10800	11620	+	0.0	1481.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	16023	16842	+	0.0	1480.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	19183	20002	+	0.0	1480.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	29672	30491	-	0.0	1480.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	24027	24846	+	0.0	1480.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	35784	36603	-	0.0	1475.0	51856
RefSeq_NZ_CP063875.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	41194	42013	-	0.0	1466.0	51856
RefSeq_NZ_CP064008.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	36168	36987	+	0.0	1480.0	64994
RefSeq_NZ_CP064008.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	3368	4186	-	0.0	1471.0	64994
RefSeq_NZ_CP064008.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	22477	23244	+	0.0	1359.0	64994
RefSeq_NZ_CP064011.1	IncX1	Gram-negative	ISEcp1	100.0	1656	1656	1.0	7114	8769	+	0.0	2987.0	35824
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	ISEcp1	100.0	1656	1656	1.0	30579	32234	-	0.0	2987.0	43656
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	IS26	99.635	822	859	0.957	19992	20813	-	0.0	1470.0	43656
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	39271	40090	-	0.0	1466.0	43656
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	8733	9552	+	0.0	1466.0	43656
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	14564	15383	-	0.0	1466.0	43656
RefSeq_NZ_CP064012.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	12869	13688	-	0.0	1466.0	43656
RefSeq_NZ_CP064020.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	2334	3153	+	0.0	1480.0	32893
RefSeq_NZ_CP064020.1	IncX1	Gram-negative	IS26	100.0	793	859	0.923	32101	32893	-	0.0	1431.0	32893
RefSeq_NZ_CP064020.1	IncX1	Gram-negative	IS26	100.0	756	859	0.88	29527	30282	-	0.0	1364.0	32893
RefSeq_NZ_CP064020.1	IncX1	Gram-negative	IS1	99.051	738	768	0.961	28789	29526	+	0.0	1300.0	32893
RefSeq_NZ_CP064024.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	11367	12186	+	0.0	1480.0	45489
RefSeq_NZ_CP064024.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	31248	32067	+	0.0	1480.0	45489
RefSeq_NZ_CP064024.1	IncX1	Gram-negative	IS26	99.878	821	859	0.956	13526	14346	+	0.0	1477.0	45489
RefSeq_NZ_CP064024.1	IncX1	Gram-negative	IS1	98.958	768	768	1.0	7779	8546	+	0.0	1350.0	45489
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	99.879	825	859	0.96	36994	37818	+	0.0	1484.0	46548
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	44880	45699	-	0.0	1480.0	46548
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	41628	42447	-	0.0	1480.0	46548
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	39405	40224	-	0.0	1480.0	46548
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	33423	34242	-	0.0	1480.0	46548
RefSeq_NZ_CP064025.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	26783	27602	+	0.0	1480.0	46548
RefSeq_NZ_CP065103.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	21928	22747	-	0.0	1480.0	47397
RefSeq_NZ_CP065103.1	IncX1	Gram-negative	IS26	99.757	824	859	0.959	16523	17346	+	0.0	1478.0	47397
RefSeq_NZ_CP065103.1	IncX1	Gram-negative	IS26	99.635	823	859	0.958	9819	10641	+	0.0	1471.0	47397
RefSeq_NZ_CP065103.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	19290	20109	-	0.0	1471.0	47397
RefSeq_NZ_CP065103.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	8853	9672	-	0.0	1466.0	47397
RefSeq_NZ_CP065113.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	14932	15751	+	0.0	1480.0	47085
RefSeq_NZ_CP065113.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	11338	12157	+	0.0	1466.0	47085
RefSeq_NZ_CP065113.1	IncX1	Gram-negative	IS1	96.484	768	768	1.0	7881	8648	-	0.0	1264.0	47085
RefSeq_NZ_CP067238.1	IncX1	Gram-negative	IS26	99.879	824	859	0.959	21470	22293	+	0.0	1482.0	25897
RefSeq_NZ_CP067238.1	IncX1	Gram-negative	IS26	100.0	821	859	0.956	6524	7344	-	0.0	1481.0	25897
RefSeq_NZ_CP067252.1	IncX1	Gram-negative	IS26	99.879	824	859	0.959	31206	32029	-	0.0	1482.0	46067
RefSeq_NZ_CP067252.1	IncX1	Gram-negative	IS26	99.635	822	859	0.957	1498	2319	-	0.0	1470.0	46067
RefSeq_NZ_CP067252.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	20109	20928	+	0.0	1466.0	46067
RefSeq_NZ_CP068040.1	IncX1	Gram-negative	IS1	98.568	768	768	1.0	8178	8945	-	0.0	1336.0	126454
RefSeq_NZ_CP068040.1	IncX1	Gram-negative	IS1	93.62	768	768	1.0	16116	16883	+	0.0	1165.0	126454
RefSeq_NZ_CP068387.1	IncX1	Gram-negative	ISAba1	100.0	1148	1180	0.973	8176	9323	+	0.0	2071.0	67734
RefSeq_NZ_CP068387.1	IncX1	Gram-negative	ISAba1	100.0	1146	1180	0.971	17805	18950	-	0.0	2067.0	67734
RefSeq_NZ_CP068387.1	IncX1	Gram-negative	IS1	99.545	659	768	0.858	40910	41568	+	0.0	1176.0	67734
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	65953	66772	+	0.0	1475.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	52089	52909	+	0.0	1468.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	45362	46181	-	0.0	1466.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	61682	62449	-	0.0	1359.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS1	99.089	768	768	1.0	53253	54020	-	0.0	1354.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS1	98.568	768	768	1.0	63374	64141	-	0.0	1336.0	77243
RefSeq_NZ_CP069708.1	IncX1	Gram-negative	IS1	91.099	764	768	0.995	13187	13950	-	0.0	1072.0	77243
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	85633	86452	-	0.0	1475.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	77525	78344	-	0.0	1475.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.878	820	859	0.955	111611	112430	+	0.0	1475.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.756	821	859	0.956	113471	114291	+	0.0	1472.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.756	820	859	0.955	90522	91341	-	0.0	1471.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.635	822	859	0.957	79186	80007	+	0.0	1470.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.515	824	859	0.959	104204	105027	-	0.0	1469.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	20353	21173	+	0.0	1468.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.635	821	859	0.956	5258	6078	+	0.0	1468.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	73424	74243	-	0.0	1466.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	13626	14445	-	0.0	1466.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	99.634	820	859	0.955	7600	8419	-	0.0	1466.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS26	100.0	782	859	0.91	117844	118625	+	0.0	1411.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	94845	95612	+	0.0	1359.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS1	99.089	768	768	1.0	103274	104041	+	0.0	1354.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS1	98.568	768	768	1.0	93153	93920	+	0.0	1336.0	120379
RefSeq_NZ_CP069711.1	IncX1	Gram-negative	IS1	91.099	764	768	0.995	41248	42011	-	0.0	1072.0	120379
RefSeq_NZ_CP070925.1	IncX1	Gram-negative	IS26	99.878	823	859	0.958	47477	48299	+	0.0	1480.0	50323
RefSeq_NZ_CP070925.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	40317	41136	+	0.0	1480.0	50323
RefSeq_NZ_CP070925.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	42955	43774	+	0.0	1480.0	50323
RefSeq_NZ_CP071437.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	26018	26837	+	0.0	1480.0	37036
RefSeq_NZ_CP071437.1	IncX1	Gram-negative	IS1	99.219	768	768	1.0	6759	7526	-	0.0	1359.0	37036
RefSeq_NZ_CP071437.1	IncX1	Gram-negative	IS1	98.958	768	768	1.0	8451	9218	-	0.0	1350.0	37036
RefSeq_NZ_CP071437.1	IncX1	Gram-negative	IS1	96.484	768	768	1.0	16436	17203	-	0.0	1264.0	37036
RefSeq_NZ_CP071688.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	21066	21885	+	0.0	1480.0	29336
RefSeq_NZ_CP071692.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	16214	17033	+	0.0	1480.0	24484
RefSeq_NZ_CP071695.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	16214	17033	+	0.0	1480.0	24484
RefSeq_NZ_CP073937.1	IncX1	Gram-negative	ISEcp1	100.0	1509	1656	0.911	4742	6250	+	0.0	2722.0	46249
RefSeq_NZ_CP073937.1	IncX1	Gram-negative	IS26	100.0	820	859	0.955	17101	17920	+	0.0	1480.0	46249
